# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	ALIGNMENT	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES
5356	Penange	NEAR	jámá	dʒ a ⁵ m a ⁵	4904	dʒ a ⁵ m a ⁵	1 7 8 4 7 8	AXTBYT	TA6MA6	25	25.T.C 25.A.V 25.6.T 25.M.C 25.A.V 25.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5357	Perge_Tegu	NEAR	bɛ̀rú	b ɛ ¹ r u ⁵	4895	b ɛ ¹ r u ⁵ - - - -	1 7 8 5 7 8	AXTBYT	PE6RY6	26	26.P.C 26.E.V 26.6.T 26.R.C 26.Y.V 26.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5358	Songhai_Senni	NEAR	kèr	k e ¹ r	4906	k e ¹ r	1 7 8 5	AXTN	KE6R	28	28.K.C 28.E.V 28.6.T 28.R.c	1.6 3.0 1.0 0.5	0
5359	Soninke	NEAR	tìntê	t i ¹ n t e ⁵¹	4907	t i ¹ n t e ⁵¹	1 7 8 4 1 7 8	AXTMBYT	TI6NTE3	29	29.T.C 29.I.V 29.6.T 29.N.c 29.T.C 29.E.V 29.3.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
5360	Tebul_Ure	NEAR	bɛ̀rɛ́:	b ɛ ¹ r ɛː ⁵	4895	b ɛ ¹ r ɛː ⁵ - - - -	1 7 8 5 7 8	AXTBYT	PE6RE6	30	30.P.C 30.E.V 30.6.T 30.R.C 30.E.V 30.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5361	Tiranige_Diga	NEAR	bɛ́:rí	b ɛː ⁵ r i ⁵	4895	b ɛː ⁵ r i ⁵ - - - -	1 7 8 5 7 8	AXTBYT	PE6RI6	31	31.P.C 31.E.V 31.6.T 31.R.C 31.I.V 31.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5362	Togo_Kan	NEAR	ɛ́:ŋú	ɛː ⁵ ŋ u ⁵	4898	ɛː ⁵ ŋ u ⁵	7 8 4 7 8	XTBYT	E6NY6	32	32.E.V 32.6.T 32.N.C 32.Y.V 32.6.T	3.0 1.0 1.3 3.0 1.0	0
5363	Tommo_So	NEAR	bɛ̀rú-gó	b ɛ ¹ r u ⁵ + ɡ o ⁵	4895	b ɛ ¹ r u ⁵ + ɡ o ⁵	1 7 8 5 7 8 9 1 7 8	AXTBYT_AXT	PE6RY6_KU6	33	33.P.C 33.E.V 33.6.T 33.R.C 33.Y.V 33.6.T 33._._ 33.K.C 33.U.V 33.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0
5364	Toro_Tegu	NEAR	bɛ̀rú	b ɛ ¹ r u ⁵	4895	b ɛ ¹ r u ⁵ - - - -	1 7 8 5 7 8	AXTBYT	PE6RY6	36	36.P.C 36.E.V 36.6.T 36.R.C 36.Y.V 36.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5365	Yanda_Dom	NEAR	bɛ̀dú	b ɛ ¹ d u ⁵	4895	b ɛ ¹ d u ⁵ - - - -	1 7 8 1 7 8	AXTBYT	PE6TY6	37	37.P.C 37.E.V 37.6.T 37.T.C 37.Y.V 37.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5366	Yorno_So	NEAR	bɛ̀rú	b ɛ ¹ r u ⁵	4895	b ɛ ¹ r u ⁵ - - - -	1 7 8 5 7 8	AXTBYT	PE6RY6	38	38.P.C 38.E.V 38.6.T 38.R.C 38.Y.V 38.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5367	Toro_So	NEAR	bɛ̀rí wɔ́	b ɛ ¹ r i ⁵ # w ɔ ⁵	4893	b ɛ ¹ r i ⁵ - # w ɔ ⁵	1 7 8 5 7 8 9 6 7 8	AXTBYT_AXT	PE6RI6_WU6	35	35.P.C 35.E.V 35.6.T 35.R.C 35.I.V 35.6.T 35._._ 35.W.C 35.U.V 35.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0
#
5368	Ampari	NECK	pàdò	p a ¹ d o ¹	4908	p a ¹ d o ¹	1 7 8 1 7 8	AXTBYT	PA6TU6	1	1.P.C 1.A.V 1.6.T 1.T.C 1.U.V 1.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5369	Bangime	NECK	kwāà	k w aː ³¹	4909	k w aː ³¹	1 6 7 8	ACXT	KWA3	3	3.K.C 3.W.C 3.A.V 3.3.T	1.6 1.2 3.0 1.0	0
5370	Bankan_Tey	NECK	kɔ̀rɔ́	k ɔ ¹ r ɔ ⁵	4910	k ɔ ¹ r ɔ ⁵	1 7 8 5 7 8	AXTBYT	KU6RU6	4	4.K.C 4.U.V 4.6.T 4.R.C 4.U.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5371	Bozo_Debo	NECK	boⁿde	b o ∼ d e	4911	- - - b o ∼ d e -	1 7 4 1 7	AXMBZ	PU9TE	6	6.P.C 6.U.V 6.9.c 6.T.C 6.E.V	2.0 1.5 1.1 1.75 0.8	0
5372	Bozo_Korondougou_nord	NECK	boⁿdo	b o ∼ d o	4911	- - - b o ∼ d o -	1 7 4 1 7	AXMBZ	PU9TU	8	8.P.C 8.U.V 8.9.c 8.T.C 8.U.V	2.0 1.5 1.1 1.75 0.8	0
5373	Bozo_Korondougou_sud	NECK	boⁿdo	b o ∼ d o	4911	- - - b o ∼ d o -	1 7 4 1 7	AXMBZ	PU9TU	9	9.P.C 9.U.V 9.9.c 9.T.C 9.U.V	2.0 1.5 1.1 1.75 0.8	0
5374	Bozo_Kotya	NECK	boⁿde	b o ∼ d e	4911	- - - b o ∼ d e -	1 7 4 1 7	AXMBZ	PU9TE	10	10.P.C 10.U.V 10.9.c 10.T.C 10.E.V	2.0 1.5 1.1 1.75 0.8	0
5375	Bozo_Pondori_nord	NECK	boⁿdo	b o ∼ d o	4911	- - - b o ∼ d o -	1 7 4 1 7	AXMBZ	PU9TU	11	11.P.C 11.U.V 11.9.c 11.T.C 11.U.V	2.0 1.5 1.1 1.75 0.8	0
5376	Bozo_Pondori_sud	NECK	buⁿno	b ũ ∼ n o	4911	- - - b ũ ∼ n o -	1 7 4 4 7	AXMBZ	PY9NU	12	12.P.C 12.Y.V 12.9.c 12.N.C 12.U.V	2.0 1.5 1.1 1.75 0.8	0
5377	Bunoge	NECK	kóláŋgè	k o ⁵ l a ⁵ ŋ ɡ e ¹	4917	k o ⁵ l a ⁵ ŋ ɡ e ¹	1 7 8 5 7 8 4 1 7 8	AXTBYTMBYT	KU6LA6NKE6	15	15.K.C 15.U.V 15.6.T 15.L.C 15.A.V 15.6.T 15.N.c 15.K.C 15.E.V 15.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.1 1.3 3.0 1.0	0
5378	Dogul_Dom	NECK	mɔ̌:g	m ɔː ¹⁵ ɡ	4918	m ɔː ¹⁵ ɡ	4 7 8 1	AXTN	MU2K	16	16.M.C 16.U.V 16.2.T 16.K.c	1.6 3.0 1.0 0.5	0
5379	Donno_So	NECK	kɔ̀lɔ̀_kɔ̀lɔ́	k ɔ ¹ l ɔ ¹ _ k ɔ ¹ l ɔ ⁵	4919	k ɔ ¹ l ɔ ¹ _ k ɔ ¹ l ɔ ⁵	1 7 8 5 7 8 9 1 7 8 5 7 8	AXTBYT_AXTBYT	KU6LU6_KU6LU6	17	17.K.C 17.U.V 17.6.T 17.L.C 17.U.V 17.6.T 17._._ 17.K.C 17.U.V 17.6.T 17.L.C 17.U.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
5380	Fulfulde	NECK	daande	d a a n d e	4920	d a a n d e	1 7 7 4 1 7	AXYMBZ	TAANTE	18	18.T.C 18.A.V 18.A.V 18.N.c 18.T.C 18.E.V	2.0 1.5 1.3 1.1 1.75 0.8	0
5381	Jamsay	NECK	kɔ̀rɔ́	k ɔ ¹ r ɔ ⁵	4910	k ɔ ¹ r ɔ ⁵	1 7 8 5 7 8	AXTBYT	KU6RU6	20	20.K.C 20.U.V 20.6.T 20.R.C 20.U.V 20.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5382	Jenaama	NECK	bòndò	b o ¹ n d o ¹	4911	b o ¹ - - n d o ¹	1 7 8 4 1 7 8	AXTMBYT	PU6NTU6	21	21.P.C 21.U.V 21.6.T 21.N.c 21.T.C 21.U.V 21.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
5383	Mombo	NECK	párù	p a ⁵ r u ¹	4908	p a ⁵ r u ¹	1 7 8 5 7 8	AXTBYT	PA6RY6	22	22.P.C 22.A.V 22.6.T 22.R.C 22.Y.V 22.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5384	Najamba	NECK	mɔ᷈:	m ɔː	4918	m ɔː - -	4 7	AX	MU	23	23.M.C 23.U.V	2.0 1.5	0
5385	Nanga	NECK	kɔ̀rɔ́	k ɔ ¹ r ɔ ⁵	4910	k ɔ ¹ r ɔ ⁵	1 7 8 5 7 8	AXTBYT	KU6RU6	24	24.K.C 24.U.V 24.6.T 24.R.C 24.U.V 24.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5386	Penange	NECK	pàrò	p a ¹ r o ¹	4908	p a ¹ r o ¹	1 7 8 5 7 8	AXTBYT	PA6RU6	25	25.P.C 25.A.V 25.6.T 25.R.C 25.U.V 25.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5387	Perge_Tegu	NECK	kɔ̀rɔ́	k ɔ ¹ r ɔ ⁵	4910	k ɔ ¹ r ɔ ⁵	1 7 8 5 7 8	AXTBYT	KU6RU6	26	26.K.C 26.U.V 26.6.T 26.R.C 26.U.V 26.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5388	Songhai_Kiini	NECK	gìndɛ̀	ɡ i ¹ n d ɛ ¹	4928	ɡ i ¹ n d ɛ ¹	1 7 8 4 1 7 8	AXTMBYT	KI6NTE6	27	27.K.C 27.I.V 27.6.T 27.N.c 27.T.C 27.E.V 27.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
5389	Songhai_Senni	NECK	jìndè	dʒ i ¹ n d e ¹	4928	dʒ i ¹ n d e ¹	1 7 8 4 1 7 8	AXTMBYT	TI6NTE6	28	28.T.C 28.I.V 28.6.T 28.N.c 28.T.C 28.E.V 28.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
5390	Tebul_Ure	NECK	kwǎ:	k w aː ¹⁵	4930	k w aː ¹⁵	1 6 7 8	ACXT	KWA2	30	30.K.C 30.W.C 30.A.V 30.2.T	1.6 1.2 3.0 1.0	0
5391	Tiranige_Diga	NECK	mɔ́:	m ɔː	4918	m ɔː - -	4 7	AX	MU	31	31.M.C 31.U.V	2.0 1.5	0
5392	Togo_Kan	NECK	kɔ̀rɔ́	k ɔ ¹ r ɔ ⁵	4910	k ɔ ¹ r ɔ ⁵	1 7 8 5 7 8	AXTBYT	KU6RU6	32	32.K.C 32.U.V 32.6.T 32.R.C 32.U.V 32.6.T	1.6 3.0 1.0 1.3 3.0 1.0	1
5393	Tommo_So	NECK	ɔ̀dɔ́	ɔ ¹ d ɔ ⁵	4933	ɔ ¹ d ɔ ⁵	7 8 1 7 8	XTBYT	U6TU6	33	33.U.V 33.6.T 33.T.C 33.U.V 33.6.T	3.0 1.0 1.3 3.0 1.0	0
5394	Tomo_Kan	NECK	kɔ̀lɔ̀	k ɔ ¹ l ɔ ¹	4910	k ɔ ¹ l ɔ ¹	1 7 8 5 7 8	AXTBYT	KU6LU6	34	34.K.C 34.U.V 34.6.T 34.L.C 34.U.V 34.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5395	Toro_Tegu	NECK	kɔ̀rɔ́	k ɔ ¹ r ɔ ⁵	4910	k ɔ ¹ r ɔ ⁵	1 7 8 5 7 8	AXTBYT	KU6RU6	36	36.K.C 36.U.V 36.6.T 36.R.C 36.U.V 36.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5396	Yanda_Dom	NECK	kɔ̀lɔ̀	k ɔ ¹ l ɔ ¹	4910	k ɔ ¹ l ɔ ¹	1 7 8 5 7 8	AXTBYT	KU6LU6	37	37.K.C 37.U.V 37.6.T 37.L.C 37.U.V 37.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5397	Yorno_So	NECK	kù_kɔ̀lɔ́	k u ¹ _ k ɔ ¹ l ɔ ⁵	4919	k u ¹ - - - _ k ɔ ¹ l ɔ ⁵	1 7 8 9 1 7 8 5 7 8	AXT_AXTBYT	KY6_KU6LU6	38	38.K.C 38.Y.V 38.6.T 38._._ 38.K.C 38.U.V 38.6.T 38.L.C 38.U.V 38.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
5398	Toro_So	NECK	kú_kɔ̌	k u ⁵ _ k ɔ ¹⁵	4919	k u ⁵ - - - _ k ɔ ¹⁵ - - -	1 7 8 9 1 7 8	AXT_AXT	KY6_KU2	35	35.K.C 35.Y.V 35.6.T 35._._ 35.K.C 35.U.V 35.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
#
5399	Bangime	NEED (NOUN)	hààʤɛ́	h aː ¹ dʒ ɛ ⁵	4934	h aː ¹ dʒ ɛ ⁵	3 7 8 1 7 8	AXTBYT	HA6TE6	3	3.H.C 3.A.V 3.6.T 3.T.C 3.E.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5400	Bankan_Tey	NEED (NOUN)	há:jè	h aː ⁵ dʒ e ¹	4935	h aː ⁵ dʒ e ¹	3 7 8 1 7 8	AXTBYT	HA6TE6	4	4.H.C 4.A.V 4.6.T 4.T.C 4.E.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5401	Ben_Tey	NEED (NOUN)	há:jɛ̀	h aː ⁵ dʒ ɛ ¹	4936	h aː ⁵ dʒ ɛ ¹	3 7 8 1 7 8	AXTBYT	HA6TE6	5	5.H.C 5.A.V 5.6.T 5.T.C 5.E.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5402	Donno_So	NEED (NOUN)	há:jɛ̀_bɛ̀lɛ́	h aː ⁵ dʒ ɛ ¹ _ b ɛ ¹ l ɛ ⁵	4937	h aː ⁵ dʒ ɛ ¹ _ b ɛ ¹ l ɛ ⁵	3 7 8 1 7 8 9 1 7 8 5 7 8	AXTBYT_AXTBYT	HA6TE6_PE6LE6	17	17.H.C 17.A.V 17.6.T 17.T.C 17.E.V 17.6.T 17._._ 17.P.C 17.E.V 17.6.T 17.L.C 17.E.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
5403	Fulfulde	NEED (NOUN)	haaju-de	h a a dʒ u + d e	4938	h a a dʒ u + d e	3 7 7 1 7 9 1 7	AXYBZ_AX	HAATY_TE	18	18.H.C 18.A.V 18.A.V 18.T.C 18.Y.V 18._._ 18.T.C 18.E.V	2.0 1.5 1.3 1.75 0.8 0.0 2.0 1.5	0
5404	Gourou	NEED (NOUN)	há:zè_sá	h aː ⁵ z e ¹ _ s a ⁵	4939	h aː ⁵ z e ¹ _ s a ⁵	3 7 8 3 7 8 9 3 7 8	AXTBYT_AXT	HA6SE6_SA6	19	19.H.C 19.A.V 19.6.T 19.S.C 19.E.V 19.6.T 19._._ 19.S.C 19.A.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0
5405	Jenaama	NEED (NOUN)	wààjībī	w aː ¹ dʒ i ³ b i ³	4940	w aː ¹ dʒ i ³ b i ³	6 7 8 1 7 8 1 7 8	AXTBYTBYT	WA6TI6PI6	21	21.W.C 21.A.V 21.6.T 21.T.C 21.I.V 21.6.T 21.P.C 21.I.V 21.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
5406	Mombo	NEED (NOUN)	há:jɛ̀_ò-sá:	h aː ⁵ dʒ ɛ ¹ _ o ¹ + s aː ⁵	4941	h aː ⁵ dʒ ɛ ¹ _ o ¹ + s aː ⁵	3 7 8 1 7 8 9 7 8 9 3 7 8	AXTBYT_XT_AXT	HA6TE6_U6_SA6	22	22.H.C 22.A.V 22.6.T 22.T.C 22.E.V 22.6.T 22._._ 22.U.V 22.6.T 22._._ 22.S.C 22.A.V 22.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 3.0 1.0 0.0 1.6 3.0 1.0	0
5407	Najamba	NEED (NOUN)	nàmí-yɛ́	n a ¹ m i ⁵ + j ɛ ⁵	4942	n a ¹ m i ⁵ + j ɛ ⁵	4 7 8 4 7 8 9 6 7 8	AXTBYT_AXT	NA6MI6_JE6	23	23.N.C 23.A.V 23.6.T 23.M.C 23.I.V 23.6.T 23._._ 23.J.C 23.E.V 23.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0
5408	Nanga	NEED (NOUN)	há:jí	h aː ⁵ dʒ i ⁵	4943	h aː ⁵ dʒ i ⁵	3 7 8 1 7 8	AXTBYT	HA6TI6	24	24.H.C 24.A.V 24.6.T 24.T.C 24.I.V 24.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5409	Songhai_Senni	NEED (NOUN)	mú:jíbî	m uː ⁵ dʒ i ⁵ b i ⁵¹	4944	m uː ⁵ dʒ i ⁵ b i ⁵¹	4 7 8 1 7 8 1 7 8	AXTBYTBYT	MY6TI6PI3	28	28.M.C 28.Y.V 28.6.T 28.T.C 28.I.V 28.6.T 28.P.C 28.I.V 28.3.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
5410	Soninke	NEED (NOUN)	kàbú	k a ¹ b u ⁵	4945	k a ¹ b u ⁵	1 7 8 1 7 8	AXTBYT	KA6PY6	29	29.K.C 29.A.V 29.6.T 29.P.C 29.Y.V 29.6.T	1.6 3.0 1.0 1.3 3.0 1.0	1
5411	Togo_Kan	NEED (NOUN)	há:jɛ́	h aː ⁵ dʒ ɛ ⁵	4934	h aː ⁵ dʒ ɛ ⁵	3 7 8 1 7 8	AXTBYT	HA6TE6	32	32.H.C 32.A.V 32.6.T 32.T.C 32.E.V 32.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5412	Tommo_So	NEED (NOUN)	sùnɔ̀-mú	s u ¹ n ɔ ¹ + m u ⁵	4947	s u ¹ n ɔ ¹ + m u ⁵	3 7 8 4 7 8 9 4 7 8	AXTBYT_AXT	SY6NU6_MY6	33	33.S.C 33.Y.V 33.6.T 33.N.C 33.U.V 33.6.T 33._._ 33.M.C 33.Y.V 33.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0
5413	Tommo_So	NEED (NOUN)	ḿbɛ́	m ⁵ b ɛ ⁵	4951	m ⁵ b ɛ ⁵	4 8 1 7 8	ATBYT	M6PE6	33	33.M.C 33.6.T 33.P.C 33.E.V 33.6.T	1.6 1.0 1.3 3.0 1.0	0
5414	Toro_Tegu	NEED (NOUN)	há:jà_kárⁿú	h aː ⁵ dʒ a ¹ _ k a ⁵ r̃ ∼ u ⁵	4948	h aː ⁵ dʒ a ¹ _ k a ⁵ r̃ ∼ u ⁵	3 7 8 1 7 8 9 1 7 8 5 4 7 8	AXTBYT_AXTMBYT	HA6TA6_KA6R9Y6	36	36.H.C 36.A.V 36.6.T 36.T.C 36.A.V 36.6.T 36._._ 36.K.C 36.A.V 36.6.T 36.R.c 36.9.C 36.Y.V 36.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
5415	Yanda_Dom	NEED (NOUN)	káy_zò	k a ⁵ j _ z o ¹	4949	k a ⁵ - - - j _ z o ¹	1 7 8 6 9 3 7 8	AXTN_AXT	KA6J_SU6	37	37.K.C 37.A.V 37.6.T 37.J.c 37._._ 37.S.C 37.U.V 37.6.T	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0	0
5416	Yorno_So	NEED (NOUN)	kàyỳ_sɛ̀	k a ¹ j j ¹ _ s ɛ ¹	4949	k a ¹ j j ¹ - _ s ɛ ¹	1 7 8 6 6 8 9 3 7 8	AXTLLT_AXT	KA6JJ6_SE6	38	38.K.C 38.A.V 38.6.T 38.J.c 38.J.c 38.6.T 38._._ 38.S.C 38.E.V 38.6.T	1.6 3.0 1.0 1.1 1.1 1.0 0.0 1.6 3.0 1.0	0
#
5417	Ampari	NEW	kà:ndà	k aː ¹ n d a ¹	4955	k aː ¹ n d a ¹	1 7 8 4 1 7 8	AXTMBYT	KA6NTA6	1	1.K.C 1.A.V 1.6.T 1.N.c 1.T.C 1.A.V 1.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
5418	Bambara	NEW	kúrá	k u ⁵ r a ⁵	4953	k u ⁵ r a ⁵	1 7 8 5 7 8	AXTBYT	KY6RA6	2	2.K.C 2.Y.V 2.6.T 2.R.C 2.A.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5419	Bangime	NEW	kárá	k a ⁵ r a ⁵	4953	k a ⁵ r a ⁵	1 7 8 5 7 8	AXTBYT	KA6RA6	3	3.K.C 3.A.V 3.6.T 3.R.C 3.A.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5420	Bankan_Tey	NEW	kándà	k a ⁵ n d a ¹	4955	k a ⁵ n d a ¹	1 7 8 4 1 7 8	AXTMBYT	KA6NTA6	4	4.K.C 4.A.V 4.6.T 4.N.c 4.T.C 4.A.V 4.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
5421	Ben_Tey	NEW	kálà	k a ⁵ l a ¹	4955	k a ⁵ - l a ¹	1 7 8 5 7 8	AXTBYT	KA6LA6	5	5.K.C 5.A.V 5.6.T 5.L.C 5.A.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5422	Bozo_Hainyaxo	NEW	habaafoluu	h a b a a f o l u u	4957	h a b a a f o l u u	3 7 1 7 7 3 7 5 7 7	AXBYYBYBYZ	HAPAABULYY	7	7.H.C 7.A.V 7.P.C 7.A.V 7.A.V 7.B.C 7.U.V 7.L.C 7.Y.V 7.Y.V	2.0 1.5 1.75 1.3 1.3 1.75 1.3 1.75 1.3 0.8	0
5423	Dogul_Dom	NEW	kàsǎ:	k a ¹ s aː ¹⁵	4958	k a ¹ s aː ¹⁵	1 7 8 3 7 8	AXTBYT	KA6SA2	16	16.K.C 16.A.V 16.6.T 16.S.C 16.A.V 16.2.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5424	Fulfulde	NEW	hesu-de	h e s u + d e	4959	h e s u + d e	3 7 3 7 9 1 7	AXBZ_AX	HESY_TE	18	18.H.C 18.E.V 18.S.C 18.Y.V 18._._ 18.T.C 18.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0
5425	Gourou	NEW	kàná	k a ¹ n a ⁵	4955	k a ¹ - n a ⁵	1 7 8 4 7 8	AXTBYT	KA6NA6	19	19.K.C 19.A.V 19.6.T 19.N.C 19.A.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5426	Jamsay	NEW	kàná	k a ¹ n a ⁵	4955	k a ¹ - n a ⁵	1 7 8 4 7 8	AXTBYT	KA6NA6	20	20.K.C 20.A.V 20.6.T 20.N.C 20.A.V 20.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5427	Jenaama	NEW	tōē	t o ³ e ³	4962	t o ³ e ³	1 7 8 7 8	AXTYT	TU6E6	21	21.T.C 21.U.V 21.6.T 21.E.V 21.6.T	1.6 3.0 1.0 3.0 1.0	0
5428	Mombo	NEW	kándá	k a ⁵ n d a ⁵	4955	k a ⁵ n d a ⁵	1 7 8 4 1 7 8	AXTMBYT	KA6NTA6	22	22.K.C 22.A.V 22.6.T 22.N.c 22.T.C 22.A.V 22.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
5429	Najamba	NEW	kàndǎ:	k a ¹ n d aː ¹⁵	4955	k a ¹ n d aː ¹⁵	1 7 8 4 1 7 8	AXTMBYT	KA6NTA2	23	23.K.C 23.A.V 23.6.T 23.N.c 23.T.C 23.A.V 23.2.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
5430	Nanga	NEW	kándà	k a ⁵ n d a ¹	4955	k a ⁵ n d a ¹	1 7 8 4 1 7 8	AXTMBYT	KA6NTA6	24	24.K.C 24.A.V 24.6.T 24.N.c 24.T.C 24.A.V 24.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
5431	Penange	NEW	kàndà	k a ¹ n d a ¹	4955	k a ¹ n d a ¹	1 7 8 4 1 7 8	AXTMBYT	KA6NTA6	25	25.K.C 25.A.V 25.6.T 25.N.c 25.T.C 25.A.V 25.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
5432	Perge_Tegu	NEW	kàlá	k a ¹ l a ⁵	4955	k a ¹ - l a ⁵	1 7 8 5 7 8	AXTBYT	KA6LA6	26	26.K.C 26.A.V 26.6.T 26.L.C 26.A.V 26.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5433	Songhai_Kiini	NEW	tàw	t a ¹ w	4968	t a ¹ w	1 7 8 6	AXTN	TA6W	27	27.T.C 27.A.V 27.6.T 27.W.c	1.6 3.0 1.0 0.5	0
5434	Soninke	NEW	qìbáarè	q i ¹ b a ⁵ a r e ¹	4969	q i ¹ b a ⁵ a r e ¹	1 7 8 1 7 8 7 5 7 8	AXTBYTYBYT	KI6PA6ARE6	29	29.K.C 29.I.V 29.6.T 29.P.C 29.A.V 29.6.T 29.A.V 29.R.C 29.E.V 29.6.T	1.6 3.0 1.0 1.3 3.0 1.0 3.0 1.3 3.0 1.0	0
5435	Tebul_Ure	NEW	kàndá	k a ¹ n d a ⁵	4955	k a ¹ n d a ⁵	1 7 8 4 1 7 8	AXTMBYT	KA6NTA6	30	30.K.C 30.A.V 30.6.T 30.N.c 30.T.C 30.A.V 30.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
5436	Tiranige_Diga	NEW	kándá	k a ⁵ n d a ⁵	4955	k a ⁵ n d a ⁵	1 7 8 4 1 7 8	AXTMBYT	KA6NTA6	31	31.K.C 31.A.V 31.6.T 31.N.c 31.T.C 31.A.V 31.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
5437	Togo_Kan	NEW	kàná	k a ¹ n a ⁵	4955	k a ¹ - n a ⁵	1 7 8 4 7 8	AXTBYT	KA6NA6	32	32.K.C 32.A.V 32.6.T 32.N.C 32.A.V 32.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5438	Tommo_So	NEW	kàndá	k a ¹ n d a ⁵	4955	k a ¹ n d a ⁵	1 7 8 4 1 7 8	AXTMBYT	KA6NTA6	33	33.K.C 33.A.V 33.6.T 33.N.c 33.T.C 33.A.V 33.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
5439	Tomo_Kan	NEW	kàndà	k a ¹ n d a ¹	4955	k a ¹ n d a ¹	1 7 8 4 1 7 8	AXTMBYT	KA6NTA6	34	34.K.C 34.A.V 34.6.T 34.N.c 34.T.C 34.A.V 34.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
5440	Toro_Tegu	NEW	kàlá	k a ¹ l a ⁵	4955	k a ¹ - l a ⁵	1 7 8 5 7 8	AXTBYT	KA6LA6	36	36.K.C 36.A.V 36.6.T 36.L.C 36.A.V 36.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
