ID	NUMBER	ENGLISH	FRENCH	ENGLISH_SHORT	SEMFIELD_CODE	REFERENCE	OCCURRENCE	CONCEPTICON_ID	CONCEPTICON_GLOSS	SIMILARITY
#>>>										
872	872	(hole, well) become deep, be deepened	(puits, trou) s'approfondir	deep	69.0.9.0.2.0	3538.0	19		???	
#<<<										
873	873	delouse, remove lice from (head or clothing)	épouiller, enlever les poux de (tête, vêtement, etc.)	delouse	19.0.4.0.1.0	1326.0	19	1895	CLOTHES	4
873	873	delouse, remove lice from (head or clothing)	épouiller, enlever les poux de (tête, vêtement, etc.)	delouse	19.0.4.0.1.0	1326.0	19	2088	CLOTHING (CLASSIFIER)	4
#>>>										
874	874	snoring (noun)	ronflement	snore	11.0.17.0.3.0	655.0	19		???	
875	875	wet (adjective)	mouillé (pas sec)	wet	162.0.1.0.1.0	7671.0	19	1726	WET	1
876	876	beside, at the side of (sth)	à côté de (qch)	beside	66.0.2.0.3.0	3352.0	19	1816	BESIDE	4
877	877	take the lid off (e.g. jar)	enlever le couvercle de (jarre etc.)	uncover	128.0.3.0.4.0	6446.0	19		???	
878	878	transform (sth, into sth)	transformer (qch, en qch)	transform	64.0.2.0.1.0	3263.0	19		???	
879	879	(1Pl subject pronominal)	(marque de sujet 1Pl)	1Pl subject	179.0.2.0.4.0	9605.0	19		???	
#<<<										
880	880	right (hand, etc.)	(main etc.) droit	right	61.0.5.0.3.0	3160.0	19	1019	RIGHT	4
880	880	right (hand, etc.)	(main etc.) droit	right	61.0.5.0.3.0	3160.0	19	1725	CORRECT (RIGHT)	4
880	880	right (hand, etc.)	(main etc.) droit	right	61.0.5.0.3.0	3160.0	19	2183	RIGHT HAND	4
#>>>										
881	881	sharp (blade)	(lame) tranchant, affilé	sharp	164.0.1.0.1.0	7759.0	19	1396	SHARP	2
882	882	heart of Borassus palm sold in markets (Fulfulde disi)	cœur de palmier rônier (vendu dans les marchés, peul disi)	heart of palm	15.0.15.0.9.0	986.0	19		???	
883	883	corner (external, of house)	angle (de maison)	corner	54.0.9.0.11.0	2820.0	19	192	CORNER	4
884	884	sediments in a cooked liquid, e.g. millet grains in cream of millet	sédiments dans un liquide cuit, par ex. des graines dans la crème de mil	sediment	47.0.4.0.1.0	2570.0	19		???	
885	885	harvest with knife (noun)	récolte avec couteau	harvest	37.0.22.0.2.0	2311.0	19		???	
#<<<										
886	886	once, one time	une fois	1 time, once	76.0.1.0.1.0	3799.0	19	1963	IMMEDIATELY	4
886	886	once, one time	une fois	1 time, once	76.0.1.0.1.0	3799.0	19	374	ONE TIME	4
886	886	once, one time	une fois	1 time, once	76.0.1.0.1.0	3799.0	19	2914	ONCE (IN THE PAST)	4
#>>>										
887	887	Muslim(s)	musulman(s)	muslim	87.0.12.0.10.0	4336.0	19		???	
888	888	(group, herd) scatter, disperse	(groupe, troupeau) se disperser, s'éparpiller	scatter, disperse	146.0.21.0.1.0	7135.0	19	2064	SCATTER (SEEDS)	4
#<<<										
889	889	cut (meat, fabric) with slicing (not chopping) stroke of knife or scissors	couper (viande, tissu) en tirant le couteau ou les ciseaux sur le plan horizontal	cut, slice	137.0.9.0.1.0	6790.0	19	1432	CUT	4
889	889	cut (meat, fabric) with slicing (not chopping) stroke of knife or scissors	couper (viande, tissu) en tirant le couteau ou les ciseaux sur le plan horizontal	cut, slice	137.0.9.0.1.0	6790.0	19	356	SHEARS	4
889	889	cut (meat, fabric) with slicing (not chopping) stroke of knife or scissors	couper (viande, tissu) en tirant le couteau ou les ciseaux sur le plan horizontal	cut, slice	137.0.9.0.1.0	6790.0	19	2156	CUT (WITH KNIFE)	4
889	889	cut (meat, fabric) with slicing (not chopping) stroke of knife or scissors	couper (viande, tissu) en tirant le couteau ou les ciseaux sur le plan horizontal	cut, slice	137.0.9.0.1.0	6790.0	19	2155	CUT (WITH SCISSORS)	4
889	889	cut (meat, fabric) with slicing (not chopping) stroke of knife or scissors	couper (viande, tissu) en tirant le couteau ou les ciseaux sur le plan horizontal	cut, slice	137.0.9.0.1.0	6790.0	19	1328	SCISSORS	4
#>>>										
890	890	main ceiling beam	bois principal au plafond d'une maison	beam	54.0.17.0.1.0	2858.0	19		???	
891	891	pre-dawn Muslim prayer (5 AM)	prière musulmane avant l'aube (5 h.)	pre-dawn, prayer	73.0.13.0.1.0	3759.0	19		???	
#<<<										
892	892	odor, smell (noun)	odeur	odor, smell	123.0.1.0.1.0	6202.0	19	1221	NOSE	4
892	892	odor, smell (noun)	odeur	odor, smell	123.0.1.0.1.0	6202.0	19	2124	SMELL	4
892	892	odor, smell (noun)	odeur	odor, smell	123.0.1.0.1.0	6202.0	19	1586	SMELL (PERCEIVE)	4
892	892	odor, smell (noun)	odeur	odor, smell	123.0.1.0.1.0	6202.0	19	1906	SOUR	4
892	892	odor, smell (noun)	odeur	odor, smell	123.0.1.0.1.0	6202.0	19	1587	SMELL (STINK)	4
892	892	odor, smell (noun)	odeur	odor, smell	123.0.1.0.1.0	6202.0	19	2201	LIGHT (SMELL OR TASTE)	4
892	892	odor, smell (noun)	odeur	odor, smell	123.0.1.0.1.0	6202.0	19	510	STRONG EFFECT	4
#>>>										
893	893	(1Pl independent pronoun)	(pronom indépendant 1Pl)	1Pl	179.0.1.0.3.0	9592.0	19		???	
894	894	put shoes on (sb)	chausser, mettre les chaussures à (qn)	put on	16.0.15.0.4.0	1131.0	19		???	
895	895	have a discussion or debate	avoir une discussion ou débat	discussion, debate	102.0.16.0.7.0	5202.0	19		???	
#<<<										
896	896	go into hiding, hide (oneself)	se cacher	hide	120.0.1.0.1.0	6032.0	19	763	SKIN	4
896	896	go into hiding, hide (oneself)	se cacher	hide	120.0.1.0.1.0	6032.0	19	602	HIDE (CONCEAL)	4
896	896	go into hiding, hide (oneself)	se cacher	hide	120.0.1.0.1.0	6032.0	19	2486	HIDE	4
896	896	go into hiding, hide (oneself)	se cacher	hide	120.0.1.0.1.0	6032.0	19	2485	HIDE (ONESELF)	4
#>>>										
897	897	key (for traditional lock)	clé (de fermeture traditionnelle)	key	68.0.6.0.1.0	3454.0	19	1472	KEY	4
898	898	smoke (tobacco)	fumer (tabac)	smoke	51.0.2.0.1.0	2715.0	19	1689	SMOKE (INHALE)	2
899	899	twilight Muslim prayer	prière musulmane du crépuscule	twilight, prayer	73.0.13.0.4.0	3762.0	19		???	
900	900	untruth, false statement (lie, exaggeration, or honest mistake)	du faux (mensonge, exagération, ou erreur)	false 	103.0.5.0.3.0	5275.0	19	475	UNTRUTH	4
901	901	unfold (paper, garment)	déplier (papier, vêtement)	unfold	133.0.5.0.2.0	6638.0	19	1895	CLOTHES	4
902	902	steal (sth)	voler (qch)	rob, steal	96.0.4.0.1.0	4761.0	19	713	STEAL	4
903	903	lemon	citron	lemon	36.0.1.0.7.0	2065.0	19		???	
904	904	(sb, animal) become skinny, become emaciated	(qn, animal) s'amaigrir	skinny, emaciated	69.0.12.0.3.0	3567.0	19		???	
905	905	emasculate (male animal) by crushing its testicles	émasculer (animal mâle) en lui écrasant les testicules	emasculate	2.0.8.0.4.0	84.0	19		???	
#<<<										
906	906	pretty, beautiful	joli, beau, belle	pretty, beautiful	169.0.3.0.1.0	7955.0	19	1035	GOOD	4
906	906	pretty, beautiful	joli, beau, belle	pretty, beautiful	169.0.3.0.1.0	7955.0	19	1427	BEAUTIFUL	4
906	906	pretty, beautiful	joli, beau, belle	pretty, beautiful	169.0.3.0.1.0	7955.0	19	2410	GOOD-LOOKING	4
#>>>										
907	907	file (tool)	lime (instrument)	file	139.0.6.0.2.0	6895.0	19		???	
908	908	butt (sb, with head)	donner un coup de tête à (qn)	butt	136.0.3.0.1.0	6722.0	19	834	BUTTOCKS	4
#<<<										
909	909	tighten (rope, knot)	serrer (corde, nœud)	tighten	67.0.1.0.4.0	3383.0	19	1414	SQUEEZE	4
909	909	tighten (rope, knot)	serrer (corde, nœud)	tighten	67.0.1.0.4.0	3383.0	19	760	KNOT	4
#>>>										
910	910	or	ou	or	177.0.5.0.1.0	8215.0	19	1014	OR	2
911	911	easy (work)	(travail) facile	easy	152.0.5.0.1.0	7448.0	19	686	EASY	4
912	912	grandchild	petit-fils ou petite-fille	grandchild	78.0.7.0.1.0	3875.0	19	1617	GRANDCHILD	2
913	913	old person	vieille personne	old, elderly	7.0.1.0.1.0	175.0	19	725	OLD PERSON	2
914	914	untie, set loose (e.g. animal)	délier, lâcher (animal etc.)	untie, loose	125.0.7.0.2.0	6357.0	19	352	UNTIE	4
#<<<										
915	915	stool (without back)	escabeau, tabouret (sans dos)	stool	54.0.27.0.2.0	2906.0	19	1476	CHAIR	4
915	915	stool (without back)	escabeau, tabouret (sans dos)	stool	54.0.27.0.2.0	2906.0	19	2058	STOOL	4
#>>>										
916	916	(egg) hatch	(œuf) éclore (se casser)	hatch	5.0.6.0.2.0	147.0	19		???	
917	917	widow (not yet remarried)	veuve (pas encore remariée)	widow	9.0.15.0.1.0	293.0	19	1756	WIDOW	4
918	918	jab (sth) with a pointed instrument	piquer (qch) avec un objet pointu	jab	143.0.1.0.4.0	6956.0	19		???	
919	919	twenty	vingt	20.0	109.0.3.0.2.0	5388.0	19	1710	TWENTY	2
920	920	baobab tree	arbre de baobab	tree	15.0.1.0.1.0	860.0	19	997	BAOBAB TREE	2
921	921	male circumcision	circoncision masculine	circumcision	90.0.1.0.1.0	4432.0	19		???	
922	922	it (door) is shut	elle (porte) est fermée	shut, close	68.0.3.0.2.0	3439.0	19		???	
923	923	hump in person's back	bosse au dos d'une personne	hump	10.0.4.0.10.0	327.0	19		???	
#<<<										
924	924	send (package, letter, or money, to sb)	envoyer (colis, lettre, ou argent, à qn)	send	147.0.5.0.2.0	7256.0	19	1559	MONEY	4
924	924	send (package, letter, or money, to sb)	envoyer (colis, lettre, ou argent, à qn)	send	147.0.5.0.2.0	7256.0	19	1127	SEND	4
924	924	send (package, letter, or money, to sb)	envoyer (colis, lettre, ou argent, à qn)	send	147.0.5.0.2.0	7256.0	19	1612	LETTER	4
#>>>										
925	925	coarsely crushed millet (snack)	mil écrasé (friandise)	crushed millet	26.0.9.0.1.0	1658.0	19		???	
926	926	stretch out, extend (e.g. hand)	tendre (la main, etc.)	stretch, extend	167.0.2.0.1.0	7848.0	19		???	
927	927	religion, Islam	religion, islam	religion	87.0.1.0.1.0	4246.0	19	661	RELIGION	4
928	928	wall (of house)	mur (d'une maison)	wall	54.0.9.0.4.0	2813.0	19	933	WALL (OF HOUSE)	4
#<<<										
929	929	(water jar, roof, sack, pocket) leak	(canari, toit, sac, poche) suinter, ê. troué de sorte que le contenu sort	leak	54.0.19.0.1.0	2871.0	19	769	ROOF	4
929	929	(water jar, roof, sack, pocket) leak	(canari, toit, sac, poche) suinter, ê. troué de sorte que le contenu sort	leak	54.0.19.0.1.0	2871.0	19	2100	THATCH OR ROOF	4
929	929	(water jar, roof, sack, pocket) leak	(canari, toit, sac, poche) suinter, ê. troué de sorte que le contenu sort	leak	54.0.19.0.1.0	2871.0	19	2990	SACK	4
#>>>										
930	930	snore (verb only)	ronfler (verbe seulement)	snore	11.0.17.0.2.0	654.0	19	1983	SNORE	3
931	931	limp, walk with a limp	boiter	limp	146.0.32.0.1.0	7220.0	19	366	LIMP	4
#<<<										
932	932	unlock (e.g. door, house)	déboucler, ouvrir (porte ou maison fermée à clé)	unlock	68.0.4.0.2.0	3447.0	19	1252	HOUSE	4
932	932	unlock (e.g. door, house)	déboucler, ouvrir (porte ou maison fermée à clé)	unlock	68.0.4.0.2.0	3447.0	19	2001	PAINTING	4
932	932	unlock (e.g. door, house)	déboucler, ouvrir (porte ou maison fermée à clé)	unlock	68.0.4.0.2.0	3447.0	19	2732	HOUSE (CLASSIFIER)	4
#>>>										
#<<<										
933	933	filth, dirtiness	saleté	filth	157.0.4.0.1.0	7531.0	19	1230	DIRTY	4
933	933	filth, dirtiness	saleté	filth	157.0.4.0.1.0	7531.0	19	25	DIRT	4
#>>>										
934	934	cramped, confined (space)	(espace) coincé, resserré, à l'étroit	cramped, confined	67.0.4.0.1.0	3405.0	19		???	
935	935	thirty	trente	30.0	109.0.3.0.3.0	5389.0	19	1715	THIRTY	2
936	936	help (sb)	aider (qn)	help	80.0.4.0.1.0	4021.0	19	1897	HELP	4
937	937	turn on (lights)	allumer (lumière)	turn on	174.0.7.0.1.0	8167.0	19		???	
#<<<										
938	938	go back, return	retourner	return, go back	146.0.3.0.2.0	7037.0	19	581	COME BACK	4
938	938	go back, return	retourner	return, go back	146.0.3.0.2.0	7037.0	19	85	GIVE BACK	4
#>>>										
#<<<										
939	939	accompany (sb, to the door or street)	raccompagner, « pousser » (qn, à la porte ou à la rue)	accompany	80.0.2.0.1.0	4007.0	19	667	ROAD	4
939	939	accompany (sb, to the door or street)	raccompagner, « pousser » (qn, à la porte ou à la rue)	accompany	80.0.2.0.1.0	4007.0	19	1362	STREET	4
939	939	accompany (sb, to the door or street)	raccompagner, « pousser » (qn, à la porte ou à la rue)	accompany	80.0.2.0.1.0	4007.0	19	1542	ACCOMPANY	4
#>>>										
940	940	north	nord	north	61.0.1.0.3.0	3144.0	19	1598	NORTH	2
941	941	sear (chicken, bird) briefly after defeathering, to burn off remains of feathers	brûler la peau de (poulet, oiseau) après le déplumage pour enlever les restes des plumes	sear	32.0.7.0.4.0	1946.0	19		???	
942	942	pardon, forgive (sb)	pardonner (qn)	pardon	102.0.18.0.5.0	5221.0	19	1528	FORGIVE	4
943	943	(act of) fasting	jeûne	fasting	25.0.13.0.1.0	1598.0	19		???	
#<<<										
944	944	pit, hole in ground	trou (dans le sol)	pit	70.0.2.0.1.0	3594.0	19	1667	HOLE	4
944	944	pit, hole in ground	trou (dans le sol)	pit	70.0.2.0.1.0	3594.0	19	1762	STONE (OF FRUIT)	4
944	944	pit, hole in ground	trou (dans le sol)	pit	70.0.2.0.1.0	3594.0	19	2539	PIT (POTHOLE)	4
#>>>										
945	945	noble, freeborn person	noble (non esclave)	noble, freeborn	85.0.2.0.1.0	4171.0	19	482	NOBLE	4
946	946	have a dream	rêver, avoir un rêve	dream	142.0.3.0.1.0	6933.0	19		???	
947	947	fourth (ordinal)	quatrième	4th	110.0.2.0.3.0	5418.0	19		???	
948	948	dense forest, thicket	forêt dense, fourré	forest	57.0.9.0.1.0	2994.0	19		???	
949	949	long ago, in the old days	jadis, il y a longtemps, dans le temps	long ago	71.0.4.0.1.0	3627.0	19	373	LONG AGO	4
950	950	large bundle of millet grain spikes (two spikes end to end, tied with three cords)	gros fagot d'épis de mil (avec deux épis bout à bout, attaché avec trois cordes)	bundle (millet)	37.0.29.0.1.0	2349.0	19		???	
951	951	cause (apparatus) to malfunction	gâter, faire mal marcher (appareil)	malfunction, not work	171.0.1.0.3.0	8059.0	19		???	
952	952	padlock	cadenas	lock, padlock	68.0.5.0.6.0	3453.0	19	336	PADLOCK	4
953	953	sixty	soixante	60.0	109.0.3.0.6.0	5392.0	19	1718	SIXTY	2
954	954	forty	quarante	40.0	109.0.3.0.4.0	5390.0	19	1716	FORTY	2
955	955	crop (tiny sac above bird's stomach for undigested grains)	jabot (sac minuscule au-dessus de l'estomac d'un oiseau qui contient des grains non digérés)	crop (bird)	13.0.14.0.8.0	821.0	19	611	HARVEST	4
956	956	gnaw, chew on (bone)	ronger (os)	gnaw, chew	25.0.1.0.7.0	1545.0	19	2706	GNAW	4
957	957	squeeze (e.g. arm) with one's hand	serrer (bras etc.) avec le bras	squeeze	130.0.3.0.1.0	6526.0	19		???	
958	958	do work	faire du travail	work	152.0.2.0.1.0	7438.0	19		???	
#<<<										
959	959	(meal) be cooked, be done	(repas) devenir cuit	cooked, done	31.0.1.0.22.0	1887.0	19	178	RIPE	4
959	959	(meal) be cooked, be done	(repas) devenir cuit	cooked, done	31.0.1.0.22.0	1887.0	19	813	DO	4
959	959	(meal) be cooked, be done	(repas) devenir cuit	cooked, done	31.0.1.0.22.0	1887.0	19	269	COOKED	4
#>>>										
960	960	host, lodger	logeur	host, lodger	83.0.4.0.1.0	4127.0	19	1545	HOST	4
961	961	(2Sg independent pronoun)	(pronom indépendant 2Sg)	2Sg	179.0.1.0.2.0	9591.0	19		???	
962	962	put (sth) up on (sth)	poser (qch) sur (qch)	put up	61.0.6.0.8.0	3168.0	19		???	
963	963	he has	il a	have	101.0.4.0.3.0	5080.0	19		???	
964	964	chase away, drive out	chasser, faire fuir	chase	146.0.24.0.1.0	7144.0	19	30	DISPEL	4
#<<<										
965	965	speak, talk, do some talking (verb plus noun)	parler (verbe plus substantif)	speak, tell, say	102.0.1.0.1.0	5103.0	19	1458	SAY	4
965	965	speak, talk, do some talking (verb plus noun)	parler (verbe plus substantif)	speak, tell, say	102.0.1.0.1.0	5103.0	19	1623	SPEAK	4
965	965	speak, talk, do some talking (verb plus noun)	parler (verbe plus substantif)	speak, tell, say	102.0.1.0.1.0	5103.0	19	1115	SPEECH	4
965	965	speak, talk, do some talking (verb plus noun)	parler (verbe plus substantif)	speak, tell, say	102.0.1.0.1.0	5103.0	19	2708	TALK	4
965	965	speak, talk, do some talking (verb plus noun)	parler (verbe plus substantif)	speak, tell, say	102.0.1.0.1.0	5103.0	19	2933	CONVERSATION	4
#>>>										
966	966	handle (immobile) of water kettle, tea kettle	anse (immobile) de bouilloire, de théière	handle	41.0.1.0.3.0	2432.0	19		???	
967	967	build (house)	construire (maison)	build	54.0.25.0.1.0	2896.0	19	1840	BUILD	2
968	968	scarification (decorative facial scars, general word)	balafre, scarification (cicatrices décoratives, mot général)	scarification	18.0.4.0.1.0	1304.0	19		???	
969	969	toss (water) from wet hand with active gesture	jeter (eau) d'une main mouillé d'un geste actif	sprinkle	47.0.2.0.3.0	2560.0	19		???	
970	970	heaven	paradis	heaven	87.0.14.0.2.0	4348.0	19	1565	HEAVEN	2
971	971	trigger (of gun)	détente, gâchette (de fusil)	trigger	95.0.19.0.1.0	4730.0	19		???	
#<<<										
972	972	be fasting (e.g. in Ramadan), fast (verb)	jeûner, faire le jeûne (de Carême)	fasting	25.0.13.0.2.0	1599.0	19	1631	FAST	3
972	972	be fasting (e.g. in Ramadan), fast (verb)	jeûner, faire le jeûne (de Carême)	fasting	25.0.13.0.2.0	1599.0	19	303	ABSTAIN FROM FOOD	3
#>>>										
973	973	small calabash with protrusions on side (for milk)	petite calebasse à pointes saillantes (pour le lait)	calabash (protrusions)	38.0.7.0.1.0	2379.0	19		???	
974	974	soul	âme	soul	9.0.14.0.2.0	289.0	19	811	SOUL	2
975	975	wood-chopping ax (handle with large bulge at end with a hole into which the pin on the back of blade is inserted, for both hands)	hache à couper le bois (manche à bout gonflé avec un trou ou s'insère la pointe de l'arrière de la lame, pour les deux mains)	ax (pinned)	145.0.7.0.2.0	7005.0	19		???	
976	976	evening Muslim prayer (8 PM)	prière musulmane du soir (20 h.)	evening, prayer	73.0.13.0.5.0	3763.0	19		???	
977	977	excuse me!	excusez-moi!	excuse	102.0.18.0.1.0	5217.0	19		???	
978	978	(2Pl independent pronoun)	(pronom indépendant 2Pl)	2Pl	179.0.1.0.4.0	9593.0	19		???	
#<<<										
979	979	eat (soft fruit, e.g. ripe mango)	manger (fruit mou, par ex. mangue mûre)	eat	25.0.1.0.4.0	1542.0	19	1336	EAT	4
979	979	eat (soft fruit, e.g. ripe mango)	manger (fruit mou, par ex. mangue mûre)	eat	25.0.1.0.4.0	1542.0	19	2787	CONSUME (DRINK OR EAT)	4
#>>>										
980	980	(1Sg independent pronoun)	(pronom indépendant 1Sg)	1Sg	179.0.1.0.1.0	9590.0	19		???	
981	981	spit out (water, in a spray)	recracher (eau, en aspergeant)	spit out	11.0.11.0.9.0	620.0	19		???	
982	982	third (ordinal)	troisième	3rd	110.0.2.0.2.0	5417.0	19	1859	THIRD	2
983	983	traditional healer (using herbs and spells)	guérisseur traditionnel (qui utilise des plantes et des versets)	healer	98.0.33.0.2.0	5010.0	19		???	
984	984	cave (hole or horizontal fracture in cliff)	grotte (trou ou fracture horizontale dans une falaise)	cave	70.0.1.0.1.0	3581.0	19	1155	CAVE	4
985	985	(sb) drown	(qn) se noyer	drown	58.0.8.0.1.0	3055.0	19	1904	DROWN	4
#<<<										
986	986	stream, small river	fleuve, rivière	river, stream	58.0.2.0.1.0	3033.0	19	666	RIVER	4
986	986	stream, small river	fleuve, rivière	river, stream	58.0.2.0.1.0	3033.0	19	947	STREAM	4
986	986	stream, small river	fleuve, rivière	river, stream	58.0.2.0.1.0	3033.0	19	2858	STREAM (FLOW CONTINUOUSLY)	4
#>>>										
987	987	amulet, talisman (wallet worn on body containing protective blessings or spells written by a holy man)	amulette, talisman (porte-feuille porté sur le corps, contenant des versets écrits par un marabout)	amulet, talisman	135.0.10.0.1.0	6693.0	19	2804	AMULET	4
#<<<										
988	988	(e.g. bird) fly	(oiseau etc.) voler	fly (verb)	146.0.35.0.1.0	7239.0	19	1441	FLY (MOVE THROUGH AIR)	4
988	988	(e.g. bird) fly	(oiseau etc.) voler	fly (verb)	146.0.35.0.1.0	7239.0	19	1504	FLY (INSECT)	4
#>>>										
989	989	late afternoon Muslim prayer (4 PM)	prière musulmane de l'après-midi (16 h.)	afternoon, prayer	73.0.13.0.3.0	3761.0	19		???	
990	990	surname, family (=clan) name	nom de famille	name	102.0.4.0.2.0	5122.0	19		???	
991	991	always	toujours	always	71.0.8.0.1.0	3650.0	19	1676	ALWAYS	2
992	992	by force, forcibly	par la force	power, strength, force	86.0.1.0.2.0	4194.0	19		???	
993	993	Afterworld, Hereafter (after death)	Au-Delà (après la mort)	afterworld, afterlife	87.0.14.0.1.0	4347.0	19		???	
994	994	calf	veau	calf	1.0.4.0.2.0	7.0	19	1989	CALF	2
995	995	(good) health	(bonne) santé	health	98.0.24.0.1.0	4963.0	19	1364	HEALTHY	4
996	996	run	courir	run	146.0.27.0.1.0	7166.0	19	1519	RUN	2
997	997	earthenware whorl (small earthenware weight with hole through it, for turning the cotton-spinning stick while spinning thick cotton string)	poids en terre cuite (petit objet troué qui fait tourner le bâtonnet en filant le coton)	whorl	17.0.7.0.3.0	1271.0	19		???	
998	998	load (verb)	charger	load	148.0.6.0.1.0	7278.0	19	1679	LOAD	4
999	999	large femur of hind leg (of grasshopper)	gros fémur de la patte de derrière (de sauterelle)	leg (animal)	13.0.2.0.7.0	754.0	19		???	
1000	1000	become good	devenir bon	good	169.0.1.0.2.0	7936.0	19		???	
1001	1001	Fulbe-style conical hat (hard, covered with hide, decorated, mainly for herders, now sold to tourists)	chapeau conique de style peul (dur, couvert de peau, orné, porté par les bergers, maintenant souvent vendu au touristes)	hat (conical)	16.0.16.0.6.0	1161.0	19		???	
#<<<										
1002	1002	pester, annoy, bother (sb)	emmerder, déranger (qn)	pester, annoy, bother	102.0.21.0.4.0	5238.0	19	2869	BOTHER (HARASS)	4
1002	1002	pester, annoy, bother (sb)	emmerder, déranger (qn)	pester, annoy, bother	102.0.21.0.4.0	5238.0	19	2892	MAKE ANGRY (ANNOY)	4
#>>>										
1003	1003	ripe (fruit)	mûr (fruit)	ripe	31.0.1.0.2.0	1867.0	19	178	RIPE	4
1004	1004	(doctor, healer) perform healing, practice medicine	(docteur, guérisseur) faire des guérissons, faire la médicine	treat	98.0.28.0.1.0	4978.0	19		???	
1005	1005	peck at (sth)	becqueter, picorer (qch)	peck	25.0.15.0.1.0	1603.0	19		???	
#<<<										
1006	1006	saddle (for horse, camel, bicycle)	selle (de cheval, de chameau, de vélo)	saddle	4.0.1.0.1.0	107.0	19	1871	CAMEL	4
1006	1006	saddle (for horse, camel, bicycle)	selle (de cheval, de chameau, de vélo)	saddle	4.0.1.0.1.0	107.0	19	747	BICYCLE	4
1006	1006	saddle (for horse, camel, bicycle)	selle (de cheval, de chameau, de vélo)	saddle	4.0.1.0.1.0	107.0	19	534	HUMP	4
#>>>										
1007	1007	weep aloud, bawl	pleurer (bruyamment)	weep	122.0.8.0.1.0	6131.0	19		???	
1008	1008	Guinea worm (parasitic disease, now largely eradicated)	ver de Guinée (maladie parasitaire, récemment éradiquée)	Guinea worm	98.0.12.0.1.0	4873.0	19		???	
#<<<										
1009	1009	slender, slim, thin (person)	mince (personne)	slender, slim, thin	69.0.12.0.8.0	3572.0	19	2308	THIN	4
1009	1009	slender, slim, thin (person)	mince (personne)	slender, slim, thin	69.0.12.0.8.0	3572.0	19	2249	THIN (OF SHAPE OF OBJECT)	4
1009	1009	slender, slim, thin (person)	mince (personne)	slender, slim, thin	69.0.12.0.8.0	3572.0	19	2306	THIN (OF LEAF AND CLOTH)	4
1009	1009	slender, slim, thin (person)	mince (personne)	slender, slim, thin	69.0.12.0.8.0	3572.0	19	1400	THIN (SLIM)	4
1009	1009	slender, slim, thin (person)	mince (personne)	slender, slim, thin	69.0.12.0.8.0	3572.0	19	2157	FINE OR THIN	4
1009	1009	slender, slim, thin (person)	mince (personne)	slender, slim, thin	69.0.12.0.8.0	3572.0	19	2305	THIN (OF HAIR AND THREAD)	4
1009	1009	slender, slim, thin (person)	mince (personne)	slender, slim, thin	69.0.12.0.8.0	3572.0	19	2307	THIN (OF HAIR AND LEAF)	4
#>>>										
1010	1010	waterbag in well (hide or rubber, lowered on a rope into well to draw water)	puisette (sac en peau ou en caoutchouc attaché à une corde, pour puiser l'eau de puits)	well bag	53.0.2.0.6.0	2744.0	19		???	
1011	1011	(sth) become short, be shortened	(qch) devenir plus court, se raccourcir	short	69.0.8.0.2.0	3521.0	19		???	
1012	1012	baggage, portable possessions	bagages, biens portables	baggage	101.0.1.0.2.0	5069.0	19		???	
1013	1013	cold season, winter (January-March)	saison froide, hiver (janvier-mars)	cold season	75.0.3.0.1.0	3791.0	19	1471	WINTER	4
1014	1014	father (possessed)	père (possessif)	father	78.0.1.0.2.0	3834.0	19	1217	FATHER	4
1015	1015	interethnic cousinhood (joking relationship, e.g. Dogon and Bozo, Dogon and Songhay)	cousinage interethnique (plaisanterie, par ex. dogon et bozo, ou dogon et songhay)	joking	78.0.5.0.6.0	3859.0	19		???	
1016	1016	assemble (tr), gather together (tr), bring together	rassembler, réunir, mettre ensemble	assemble, gather	80.0.3.0.3.0	4012.0	19	1831	MEET	4
1017	1017	grandfather	grand-père	grandfather	78.0.6.0.1.0	3860.0	19	1383	GRANDFATHER	2
1018	1018	log (e.g. of wood, not split)	gros morceau (de bois etc., non fendu)	piece	14.0.3.0.3.0	840.0	19	1728	ROTTEN	4
#<<<										
1019	1019	burn (e.g. paper, grass, fabric)	brûler (papier, herbe, tissu, etc.)	burn	173.0.3.0.1.0	8117.0	19	606	GRASS	4
1019	1019	burn (e.g. paper, grass, fabric)	brûler (papier, herbe, tissu, etc.)	burn	173.0.3.0.1.0	8117.0	19	2102	BURN	4
1019	1019	burn (e.g. paper, grass, fabric)	brûler (papier, herbe, tissu, etc.)	burn	173.0.3.0.1.0	8117.0	19	141	BURN (SOMETHING)	4
1019	1019	burn (e.g. paper, grass, fabric)	brûler (papier, herbe, tissu, etc.)	burn	173.0.3.0.1.0	8117.0	19	1428	BURNING	4
1019	1019	burn (e.g. paper, grass, fabric)	brûler (papier, herbe, tissu, etc.)	burn	173.0.3.0.1.0	8117.0	19	1962	ROAST (SOMETHING)	4
#>>>										
1020	1020	Adam's apple (man's)	pomme d'Adan (d'un homme)	adam's apple	10.0.23.0.4.0	530.0	19	802	ADAM'S APPLE	4
1021	1021	go get firewood in the bush (by any method, i.e. collecting or chopping)	aller ramasser le bois de chauffage en brousse (par tout moyen, par ex. en ramassant ou en coupant)	get firewood	35.0.2.0.2.0	2020.0	19		???	
1022	1022	insult (noun)	insulte, injure	insult	102.0.15.0.2.0	5194.0	19		???	
1023	1023	other, (something) else	autre	other	111.0.6.0.1.0	5451.0	19	197	OTHER	4
1024	1024	make an insult	lancer un insulte	insult	102.0.15.0.1.0	5193.0	19		???	
