# Wordlist

# DATA
ID	CONCEPT	CONCEPT_FRENCH	DOCULECT	DOCULECT_NAME_IN_SOURCE	VALUE	FORM	SEGMENTS	CONCEPT_ABBREVIATED	CONCEPT_FRENCH_ABBREVIATED	SEMANTIC_FIELD	SEMANTIC_FIELD_FRENCH	SEMANTIC_REFERENCE	SEMANTIC_FIELD_CODE	CONCEPTICON_ID	CONCEPTICON_GLOSS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGID	ALIGNMENT
#
8419	laugh (verb only)	rire (verbe seulement)	Toro_Tegu	Toro Tegu (Toupere, JH)	mɔ̌m	mɔ̌m	m ɔ ¹⁵ m	laugh	rire	body function.laugh	fonctionnement corporel.rire	649.0	11.0.16.0.2.0	1355	LAUGH	4 7 8 4	AXTN	MU2M	22	22.M.C 22.U.V 22.2.T 22.M.c	1.6 3.0 1.0 0.5	mɔ¹⁵m	0	2629	m ɔ - ¹⁵ m
8420	laugh (verb only)	rire (verbe seulement)	Ben_Tey	Ben Tey (Beni, JH)	màní	màní	m a ¹ n i ⁵	laugh	rire	body function.laugh	fonctionnement corporel.rire	649.0	11.0.16.0.2.0	1355	LAUGH	4 7 8 4 7 8	AXTBYT	MA6NI6	3	3.M.C 3.A.V 3.6.T 3.N.C 3.I.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ma¹ni⁵	0	2616	m a ¹ - - n - i ⁵
8421	laugh (verb only)	rire (verbe seulement)	Bankan_Tey	Bankan-Tey (Walo, JH)	màní	màní	m a ¹ n i ⁵	laugh	rire	body function.laugh	fonctionnement corporel.rire	649.0	11.0.16.0.2.0	1355	LAUGH	4 7 8 4 7 8	AXTBYT	MA6NI6	2	2.M.C 2.A.V 2.6.T 2.N.C 2.I.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ma¹ni⁵	0	2616	m a ¹ - - n - i ⁵
8422	laugh (verb only)	rire (verbe seulement)	Nanga	Nanga (Anda, JH)	màndí	màndí	m a ¹ n d i ⁵	laugh	rire	body function.laugh	fonctionnement corporel.rire	649.0	11.0.16.0.2.0	1355	LAUGH	4 7 8 4 1 7 8	AXTMBYT	MA6NTI6	13	13.M.C 13.A.V 13.6.T 13.N.c 13.T.C 13.I.V 13.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	ma¹ndi⁵	0	2616	m a ¹ - - n d i ⁵
8423	laugh (verb only)	rire (verbe seulement)	Donno_So	Donno So	mò:-ndó	mò:-ndó	m oː ¹ + n d o ⁵	laugh	rire	body function.laugh	fonctionnement corporel.rire	649.0	11.0.16.0.2.0	1355	LAUGH	4 7 8 9 4 1 7 8	AXT_ACYT	MU6_NTU6	7	7.M.C 7.U.V 7.6.T 7._._ 7.N.C 7.T.C 7.U.V 7.6.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	moː¹+ndo⁵	0	2616	m oː ¹ + - n d o ⁵
8424	laugh (verb only)	rire (verbe seulement)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	mɔ̀wⁿɔ́	mɔ̀wⁿɔ́	m ɔ ¹ w̃ ∼ ɔ ⁵	laugh	rire	body function.laugh	fonctionnement corporel.rire	649.0	11.0.16.0.2.0	1355	LAUGH	4 7 8 6 4 7 8	AXTMBYT	MU6W9U6	9	9.M.C 9.U.V 9.6.T 9.W.c 9.9.C 9.U.V 9.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	mɔ¹w̃∼ɔ⁵	0	2616	m ɔ ¹ - w̃ ∼ - ɔ ⁵
8425	laugh (verb only)	rire (verbe seulement)	Perge_Tegu	Perge Tegu (Pergué, JH)	mɔ̌:ⁿ	mɔ̌:ⁿ	m ɔ̃ː ∼	laugh	rire	body function.laugh	fonctionnement corporel.rire	649.0	11.0.16.0.2.0	1355	LAUGH	4 7 4	AXN	MU9	15	15.M.C 15.U.V 15.9.c	2.0 1.5 0.8	mɔ̃ː∼	0	2629	m ɔ̃ː ∼ - -
8426	laugh (verb only)	rire (verbe seulement)	Gourou	Gourou (Kiri, JH)	mɔ̀wⁿɔ́	mɔ̀wⁿɔ́	m ɔ ¹ w̃ ∼ ɔ ⁵	laugh	rire	body function.laugh	fonctionnement corporel.rire	649.0	11.0.16.0.2.0	1355	LAUGH	4 7 8 6 4 7 8	AXTMBYT	MU6W9U6	8	8.M.C 8.U.V 8.6.T 8.W.c 8.9.C 8.U.V 8.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	mɔ¹w̃∼ɔ⁵	0	2616	m ɔ ¹ - w̃ ∼ - ɔ ⁵
8427	laugh (verb only)	rire (verbe seulement)	Jamsay_Mondoro	Jamsay (Mondoro, JH)	mɔ̀wⁿɔ́	mɔ̀wⁿɔ́	m ɔ ¹ w̃ ∼ ɔ ⁵	laugh	rire	body function.laugh	fonctionnement corporel.rire	649.0	11.0.16.0.2.0	1355	LAUGH	4 7 8 6 4 7 8	AXTMBYT	MU6W9U6	10	10.M.C 10.U.V 10.6.T 10.W.c 10.9.C 10.U.V 10.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	mɔ¹w̃∼ɔ⁵	0	2616	m ɔ ¹ - w̃ ∼ - ɔ ⁵
8428	laugh (verb only)	rire (verbe seulement)	Togo_Kan_Koporo_pen	Togo-Kan (Koporo-pen, JH with BT)	mɔ̌:	mɔ̌:	m ɔ̌ː ¹⁵	laugh	rire	body function.laugh	fonctionnement corporel.rire	649.0	11.0.16.0.2.0	1355	LAUGH	4 7 8	AXT	MU2	18	18.M.C 18.U.V 18.2.T	1.6 3.0 1.0	mɔ̌ː¹⁵	0	2629	m ɔ̌ː - ¹⁵ -
8429	laugh (verb only)	rire (verbe seulement)	Yorno_So	Yorno So (Yendouma, JH)	mɔ̌:-	mɔ̌:-	m ɔ̌ː ¹⁵	laugh	rire	body function.laugh	fonctionnement corporel.rire	649.0	11.0.16.0.2.0	1355	LAUGH	4 7 8	AXT	MU2	24	24.M.C 24.U.V 24.2.T	1.6 3.0 1.0	mɔ̌ː¹⁵	0	2629	m ɔ̌ː - ¹⁵ -
8430	laugh (verb only)	rire (verbe seulement)	Tomo Kan_Segue	Tomo Kan (Segue)	mɔ̀mɛ̀	mɔ̀mɛ̀	m ɔ ¹ m ɛ ¹	laugh	rire	body function.laugh	fonctionnement corporel.rire	649.0	11.0.16.0.2.0	1355	LAUGH	4 7 8 4 7 8	AXTBYT	MU6ME6	20	20.M.C 20.U.V 20.6.T 20.M.C 20.E.V 20.6.T	1.6 3.0 1.0 1.3 3.0 1.0	mɔ¹mɛ¹	0	2616	m ɔ ¹ - - m - ɛ ¹
8431	laugh (verb only)	rire (verbe seulement)	Tomo_Kan_Diangassagou	Tomo Kan (Diangassagou)	mòmè	mòmè	m o ¹ m e ¹	laugh	rire	body function.laugh	fonctionnement corporel.rire	649.0	11.0.16.0.2.0	1355	LAUGH	4 7 8 4 7 8	AXTBYT	MU6ME6	21	21.M.C 21.U.V 21.6.T 21.M.C 21.E.V 21.6.T	1.6 3.0 1.0 1.3 3.0 1.0	mo¹me¹	0	2616	m o ¹ - - m - e ¹
8432	laugh (verb only)	rire (verbe seulement)	Tommo_So_Tongo_Tongo	Tommo-So (Tongo Tongo, LM)	mòmó	mòmó	m o ¹ m o ⁵	laugh	rire	body function.laugh	fonctionnement corporel.rire	649.0	11.0.16.0.2.0	1355	LAUGH	4 7 8 4 7 8	AXTBYT	MU6MU6	19	19.M.C 19.U.V 19.6.T 19.M.C 19.U.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0	mo¹mo⁵	0	2616	m o ¹ - - m - o ⁵
8433	laugh (verb only)	rire (verbe seulement)	Dogul_Dom_Kundialang	Dogul Dom (Kundialang, JH)	màndé	màndé	m a ¹ n d e ⁵	laugh	rire	body function.laugh	fonctionnement corporel.rire	649.0	11.0.16.0.2.0	1355	LAUGH	4 7 8 4 1 7 8	AXTMBYT	MA6NTE6	6	6.M.C 6.A.V 6.6.T 6.N.c 6.T.C 6.E.V 6.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	ma¹nde⁵	0	2616	m a ¹ - - n d e ⁵
8434	laugh (verb only)	rire (verbe seulement)	Dogul_Dom_Bendiely_Kundialang	Dogul Dom (Bendiely & Kundialang, BC)	màndɛ́	màndɛ́	m a ¹ n d ɛ ⁵	laugh	rire	body function.laugh	fonctionnement corporel.rire	649.0	11.0.16.0.2.0	1355	LAUGH	4 7 8 4 1 7 8	AXTMBYT	MA6NTE6	5	5.M.C 5.A.V 5.6.T 5.N.c 5.T.C 5.E.V 5.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	ma¹ndɛ⁵	0	2616	m a ¹ - - n d ɛ ⁵
8435	laugh (verb only)	rire (verbe seulement)	Tebul_Ure	Tebul Ure (JH)	màndí (màndí-tì-)	màndí	m a ¹ n d i ⁵	laugh	rire	body function.laugh	fonctionnement corporel.rire	649.0	11.0.16.0.2.0	1355	LAUGH	4 7 8 4 1 7 8	AXTMBYT	MA6NTI6	16	16.M.C 16.A.V 16.6.T 16.N.c 16.T.C 16.I.V 16.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	ma¹ndi⁵	0	2616	m a ¹ - - n d i ⁵
8436	laugh (verb only)	rire (verbe seulement)	Yanda_Dom	Yanda Dom (Yanda, JH)	màndú	màndú	m a ¹ n d u ⁵	laugh	rire	body function.laugh	fonctionnement corporel.rire	649.0	11.0.16.0.2.0	1355	LAUGH	4 7 8 4 1 7 8	AXTMBYT	MA6NTY6	23	23.M.C 23.A.V 23.6.T 23.N.c 23.T.C 23.Y.V 23.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	ma¹ndu⁵	0	2616	m a ¹ - - n d u ⁵
8437	laugh (verb only)	rire (verbe seulement)	Najamba_Kubewel_Adia	Najamba (Kubewel-Adia, JH)	màndí	màndí	m a ¹ n d i ⁵	laugh	rire	body function.laugh	fonctionnement corporel.rire	649.0	11.0.16.0.2.0	1355	LAUGH	4 7 8 4 1 7 8	AXTMBYT	MA6NTI6	12	12.M.C 12.A.V 12.6.T 12.N.c 12.T.C 12.I.V 12.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	ma¹ndi⁵	0	2616	m a ¹ - - n d i ⁵
8438	laugh (verb only)	rire (verbe seulement)	Tiranige_Boui	Tiranige (Boui, JH)	mándó	mándó	m a ⁵ n d o ⁵	laugh	rire	body function.laugh	fonctionnement corporel.rire	649.0	11.0.16.0.2.0	1355	LAUGH	4 7 8 4 1 7 8	AXTMBYT	MA6NTU6	17	17.M.C 17.A.V 17.6.T 17.N.c 17.T.C 17.U.V 17.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	ma⁵ndo⁵	0	2616	m a ⁵ - - n d o ⁵
8439	laugh (verb only)	rire (verbe seulement)	Mombo_Songho	Mombo (Songho, KP)	mándú mándè	mándú_mándè	m a ⁵ n d u ⁵ _ m a ⁵ n d e ¹	laugh	rire	body function.laugh	fonctionnement corporel.rire	649.0	11.0.16.0.2.0	1355	LAUGH	4 7 8 4 1 7 8 9 4 7 8 4 1 7 8	AXTMBYT_AXTMBYT	MA6NTY6_MA6NTE6	11	11.M.C 11.A.V 11.6.T 11.N.c 11.T.C 11.Y.V 11.6.T 11._._ 11.M.C 11.A.V 11.6.T 11.N.c 11.T.C 11.E.V 11.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.1 1.3 3.0 1.0	ma⁵ndu⁵_ma⁵nde¹	0	2625	m a ⁵ n d u ⁵ _ m a ⁵ n d e ¹
8440	laugh (verb only)	rire (verbe seulement)	Bunoge_Boudou	Bunoge (Boudou)	mándè	mándè	m a ⁵ n d e ¹	laugh	rire	body function.laugh	fonctionnement corporel.rire	649.0	11.0.16.0.2.0	1355	LAUGH	4 7 8 4 1 7 8	AXTMBYT	MA6NTE6	4	4.M.C 4.A.V 4.6.T 4.N.c 4.T.C 4.E.V 4.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	ma⁵nde¹	0	2616	m a ⁵ - - n d e ¹
8441	laugh (verb only)	rire (verbe seulement)	Penange_Pinia	Penange (Pinia)	mándé	mándé	m a ⁵ n d e ⁵	laugh	rire	body function.laugh	fonctionnement corporel.rire	649.0	11.0.16.0.2.0	1355	LAUGH	4 7 8 4 1 7 8	AXTMBYT	MA6NTE6	14	14.M.C 14.A.V 14.6.T 14.N.c 14.T.C 14.E.V 14.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	ma⁵nde⁵	0	2616	m a ⁵ - - n d e ⁵
#
85839	leave, abandon (sb, sth)	abandonner, laisser (qn, qch)	Toro_Tegu	Toro Tegu (Toupere, JH)	pású	pású	p a ⁵ s u ⁵	leave, abandon	laisser, abandonner	motion.leave/exit	mouvement.quitter/sortir	7043.0	146.0.4.0.1.0	1752	LEAVE	1 7 8 3 7 8	AXTBYT	PA6SY6	22	22.P.C 22.A.V 22.6.T 22.S.C 22.Y.V 22.6.T	1.6 3.0 1.0 1.3 3.0 1.0	pa⁵su⁵	0	2634	p a ⁵ s u ⁵
85840	leave, abandon (sb, sth)	abandonner, laisser (qn, qch)	Ben_Tey	Ben Tey (Beni, JH)	dùwɔ́	dùwɔ́	d u ¹ w ɔ ⁵	leave, abandon	laisser, abandonner	motion.leave/exit	mouvement.quitter/sortir	7043.0	146.0.4.0.1.0	1752	LEAVE	1 7 8 6 7 8	AXTBYT	TY6WU6	3	3.T.C 3.Y.V 3.6.T 3.W.C 3.U.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0	du¹wɔ⁵	0	2630	d u ¹ w ɔ ⁵ - - - -
85841	leave, abandon (sb, sth)	abandonner, laisser (qn, qch)	Bankan_Tey	Bankan-Tey (Walo, JH)	dùwá tí	dùwá_tí	d u ¹ w a ⁵ _ t i ⁵	leave, abandon	laisser, abandonner	motion.leave/exit	mouvement.quitter/sortir	7043.0	146.0.4.0.1.0	1752	LEAVE	1 7 8 6 7 8 9 1 7 8	AXTBYT_AXT	TY6WA6_TI6	2	2.T.C 2.Y.V 2.6.T 2.W.C 2.A.V 2.6.T 2._._ 2.T.C 2.I.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	du¹wa⁵_ti⁵	0	2630	d u ¹ w a ⁵ _ t i ⁵
85842	leave, abandon (sb, sth)	abandonner, laisser (qn, qch)	Nanga	Nanga (Anda, JH)	dɔ̀gɔ́	dɔ̀gɔ́	d ɔ ¹ ɡ ɔ ⁵	leave, abandon	laisser, abandonner	motion.leave/exit	mouvement.quitter/sortir	7043.0	146.0.4.0.1.0	1752	LEAVE	1 7 8 1 7 8	AXTBYT	TU6KU6	13	13.T.C 13.U.V 13.6.T 13.K.C 13.U.V 13.6.T	1.6 3.0 1.0 1.3 3.0 1.0	dɔ¹ɡɔ⁵	0	2630	d ɔ ¹ ɡ ɔ ⁵ - - - -
85843	leave, abandon (sb, sth)	abandonner, laisser (qn, qch)	Donno_So	Donno So	pádà	pádà	p a ⁵ d a ¹	leave, abandon	laisser, abandonner	motion.leave/exit	mouvement.quitter/sortir	7043.0	146.0.4.0.1.0	1752	LEAVE	1 7 8 1 7 8	AXTBYT	PA6TA6	7	7.P.C 7.A.V 7.6.T 7.T.C 7.A.V 7.6.T	1.6 3.0 1.0 1.3 3.0 1.0	pa⁵da¹	0	2634	p a ⁵ d a ¹
85844	leave, abandon (sb, sth)	abandonner, laisser (qn, qch)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	dàɣá	dàɣá	d a ¹ ɣ a ⁵	leave, abandon	laisser, abandonner	motion.leave/exit	mouvement.quitter/sortir	7043.0	146.0.4.0.1.0	1752	LEAVE	1 7 8 3 7 8	AXTBYT	TA6GA6	9	9.T.C 9.A.V 9.6.T 9.G.C 9.A.V 9.6.T	1.6 3.0 1.0 1.3 3.0 1.0	da¹ɣa⁵	0	2630	d a ¹ ɣ a ⁵ - - - -
85845	leave, abandon (sb, sth)	abandonner, laisser (qn, qch)	Perge_Tegu	Perge Tegu (Pergué, JH)	tíwɛ́	tíwɛ́	t i ⁵ w ɛ ⁵	leave, abandon	laisser, abandonner	motion.leave/exit	mouvement.quitter/sortir	7043.0	146.0.4.0.1.0	1752	LEAVE	1 7 8 6 7 8	AXTBYT	TI6WE6	15	15.T.C 15.I.V 15.6.T 15.W.C 15.E.V 15.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ti⁵wɛ⁵	0	2630	t i ⁵ w ɛ ⁵ - - - -
85846	leave, abandon (sb, sth)	abandonner, laisser (qn, qch)	Gourou	Gourou (Kiri, JH)	dàɣá	dàɣá	d a ¹ ɣ a ⁵	leave, abandon	laisser, abandonner	motion.leave/exit	mouvement.quitter/sortir	7043.0	146.0.4.0.1.0	1752	LEAVE	1 7 8 3 7 8	AXTBYT	TA6GA6	8	8.T.C 8.A.V 8.6.T 8.G.C 8.A.V 8.6.T	1.6 3.0 1.0 1.3 3.0 1.0	da¹ɣa⁵	0	2630	d a ¹ ɣ a ⁵ - - - -
85847	leave, abandon (sb, sth)	abandonner, laisser (qn, qch)	Jamsay_Mondoro	Jamsay (Mondoro, JH)	dàɣá	dàɣá	d a ¹ ɣ a ⁵	leave, abandon	laisser, abandonner	motion.leave/exit	mouvement.quitter/sortir	7043.0	146.0.4.0.1.0	1752	LEAVE	1 7 8 3 7 8	AXTBYT	TA6GA6	10	10.T.C 10.A.V 10.6.T 10.G.C 10.A.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0	da¹ɣa⁵	0	2630	d a ¹ ɣ a ⁵ - - - -
85848	leave, abandon (sb, sth)	abandonner, laisser (qn, qch)	Togo_Kan_Koporo_pen	Togo-Kan (Koporo-pen, JH with BT)	dàgá	dàgá	d a ¹ ɡ a ⁵	leave, abandon	laisser, abandonner	motion.leave/exit	mouvement.quitter/sortir	7043.0	146.0.4.0.1.0	1752	LEAVE	1 7 8 1 7 8	AXTBYT	TA6KA6	18	18.T.C 18.A.V 18.6.T 18.K.C 18.A.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0	da¹ɡa⁵	0	2630	d a ¹ ɡ a ⁵ - - - -
85849	leave, abandon (sb, sth)	abandonner, laisser (qn, qch)	Yorno_So	Yorno So (Yendouma, JH)	dàgá-	dàgá-	d a ¹ ɡ a ⁵	leave, abandon	laisser, abandonner	motion.leave/exit	mouvement.quitter/sortir	7043.0	146.0.4.0.1.0	1752	LEAVE	1 7 8 1 7 8	AXTBYT	TA6KA6	24	24.T.C 24.A.V 24.6.T 24.K.C 24.A.V 24.6.T	1.6 3.0 1.0 1.3 3.0 1.0	da¹ɡa⁵	0	2630	d a ¹ ɡ a ⁵ - - - -
85850	leave, abandon (sb, sth)	abandonner, laisser (qn, qch)	Tommo_So_Tongo_Tongo	Tommo-So (Tongo Tongo, LM)	pádá	pádá	p a ⁵ d a ⁵	leave, abandon	laisser, abandonner	motion.leave/exit	mouvement.quitter/sortir	7043.0	146.0.4.0.1.0	1752	LEAVE	1 7 8 1 7 8	AXTBYT	PA6TA6	19	19.P.C 19.A.V 19.6.T 19.T.C 19.A.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0	pa⁵da⁵	0	2634	p a ⁵ d a ⁵
85851	leave, abandon (sb, sth)	abandonner, laisser (qn, qch)	Dogul_Dom_Bendiely_Kundialang	Dogul Dom (Bendiely & Kundialang, BC)	jùmbé	jùmbé	j u ¹ m b e ⁵	leave, abandon	laisser, abandonner	motion.leave/exit	mouvement.quitter/sortir	7043.0	146.0.4.0.1.0	1752	LEAVE	6 7 8 4 1 7 8	AXTMBYT	JY6MPE6	5	5.J.C 5.Y.V 5.6.T 5.M.c 5.P.C 5.E.V 5.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	ju¹mbe⁵	0	2633	j u ¹ m b e ⁵
85852	leave, abandon (sb, sth)	abandonner, laisser (qn, qch)	Tebul_Ure	Tebul Ure (JH)	dògɔ́ (dògɔ́-tì-)	dògɔ́	d o ¹ ɡ ɔ ⁵	leave, abandon	laisser, abandonner	motion.leave/exit	mouvement.quitter/sortir	7043.0	146.0.4.0.1.0	1752	LEAVE	1 7 8 1 7 8	AXTBYT	TU6KU6	16	16.T.C 16.U.V 16.6.T 16.K.C 16.U.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0	do¹ɡɔ⁵	0	2630	d o ¹ ɡ ɔ ⁵ - - - -
85853	leave, abandon (sb, sth)	abandonner, laisser (qn, qch)	Yanda_Dom	Yanda Dom (Yanda, JH)	dɔ̀gɔ́	dɔ̀gɔ́	d ɔ ¹ ɡ ɔ ⁵	leave, abandon	laisser, abandonner	motion.leave/exit	mouvement.quitter/sortir	7043.0	146.0.4.0.1.0	1752	LEAVE	1 7 8 1 7 8	AXTBYT	TU6KU6	23	23.T.C 23.U.V 23.6.T 23.K.C 23.U.V 23.6.T	1.6 3.0 1.0 1.3 3.0 1.0	dɔ¹ɡɔ⁵	0	2630	d ɔ ¹ ɡ ɔ ⁵ - - - -
85854	leave, abandon (sb, sth)	abandonner, laisser (qn, qch)	Najamba_Kubewel_Adia	Najamba (Kubewel-Adia, JH)	dɔ̀gɛ́, dɔ̀gɛ́ sí-yɛ́	dɔ̀gɛ́	d ɔ ¹ ɡ ɛ ⁵	leave, abandon	laisser, abandonner	motion.leave/exit	mouvement.quitter/sortir	7043.0	146.0.4.0.1.0	1752	LEAVE	1 7 8 1 7 8	AXTBYT	TU6KE6	12	12.T.C 12.U.V 12.6.T 12.K.C 12.E.V 12.6.T	1.6 3.0 1.0 1.3 3.0 1.0	dɔ¹ɡɛ⁵	0	2630	d ɔ ¹ ɡ ɛ ⁵ - - - -
85855	leave, abandon (sb, sth)	abandonner, laisser (qn, qch)	Tiranige_Boui	Tiranige (Boui, JH)	díyɔ́	díyɔ́	d i ⁵ j ɔ ⁵	leave, abandon	laisser, abandonner	motion.leave/exit	mouvement.quitter/sortir	7043.0	146.0.4.0.1.0	1752	LEAVE	1 7 8 6 7 8	AXTBYT	TI6JU6	17	17.T.C 17.I.V 17.6.T 17.J.C 17.U.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0	di⁵jɔ⁵	0	2630	d i ⁵ j ɔ ⁵ - - - -
85856	leave, abandon (sb, sth)	abandonner, laisser (qn, qch)	Mombo_Songho	Mombo (Songho, KP)	dɛ́:ndɛ̀	dɛ́:ndɛ̀	d ɛː ⁵ n d ɛ ¹	leave, abandon	laisser, abandonner	motion.leave/exit	mouvement.quitter/sortir	7043.0	146.0.4.0.1.0	1752	LEAVE	1 7 8 4 1 7 8	AXTMBYT	TE6NTE6	11	11.T.C 11.E.V 11.6.T 11.N.c 11.T.C 11.E.V 11.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	dɛː⁵ndɛ¹	0	2638	d ɛː ⁵ n d ɛ ¹
85857	leave, abandon (sb, sth)	abandonner, laisser (qn, qch)	Bunoge_Boudou	Bunoge (Boudou)	mɛ́ŋɛ̀	mɛ́ŋɛ̀	m ɛ ⁵ ŋ ɛ ¹	leave, abandon	laisser, abandonner	motion.leave/exit	mouvement.quitter/sortir	7043.0	146.0.4.0.1.0	1752	LEAVE	4 7 8 4 7 8	AXTBYT	ME6NE6	4	4.M.C 4.E.V 4.6.T 4.N.C 4.E.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0	mɛ⁵ŋɛ¹	0	2632	m ɛ ⁵ ŋ ɛ ¹
85858	leave, abandon (sb, sth)	abandonner, laisser (qn, qch)	Penange_Pinia	Penange (Pinia)	dɛ́:ndɛ̀	dɛ́:ndɛ̀	d ɛː ⁵ n d ɛ ¹	leave, abandon	laisser, abandonner	motion.leave/exit	mouvement.quitter/sortir	7043.0	146.0.4.0.1.0	1752	LEAVE	1 7 8 4 1 7 8	AXTMBYT	TE6NTE6	14	14.T.C 14.E.V 14.6.T 14.N.c 14.T.C 14.E.V 14.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	dɛː⁵ndɛ¹	0	2638	d ɛː ⁵ n d ɛ ¹
#
38065	left (hand, etc.)	(main etc.) gauche	Toro_Tegu	Toro Tegu (Toupere, JH)	bàrⁿíyⁿà	bàrⁿíyⁿà	b a ¹ r̃ ∼ i ⁵ j ∼ a ¹	left	gauche	direction.left	direction.gauche	3156.0	61.0.4.0.2.0	244	LEFT	1 7 8 5 4 7 8 6 4 7 8	AXTMBYTMBYT	PA6R9I6J9A6	22	22.P.C 22.A.V 22.6.T 22.R.c 22.9.C 22.I.V 22.6.T 22.J.c 22.9.C 22.A.V 22.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.1 1.3 3.0 1.0	ba¹r̃∼i⁵j∼a¹	0	2649	b a ¹ r̃ ∼ i ⁵ j ∼ a ¹
38066	left (hand, etc.)	(main etc.) gauche	Ben_Tey	Ben Tey (Beni, JH)	bànǎyⁿ	bànǎyⁿ	b a ¹ n a ¹⁵ j ∼	left	gauche	direction.left	direction.gauche	3156.0	61.0.4.0.2.0	244	LEFT	1 7 8 4 7 8 6 4	AXTBYTLN	PA6NA2J9	3	3.P.C 3.A.V 3.6.T 3.N.C 3.A.V 3.2.T 3.J.c 3.9.c	1.6 3.0 1.0 1.3 3.0 1.0 1.1 0.5	ba¹na¹⁵j∼	0	2639	b a ¹ n - a ¹⁵ j ∼
38067	left (hand, etc.)	(main etc.) gauche	Bankan_Tey	Bankan-Tey (Walo, JH)	bàndǎy	bàndǎy	b a ¹ n d a ¹⁵ j	left	gauche	direction.left	direction.gauche	3156.0	61.0.4.0.2.0	244	LEFT	1 7 8 4 1 7 8 6	AXTMBYTN	PA6NTA2J	2	2.P.C 2.A.V 2.6.T 2.N.c 2.T.C 2.A.V 2.2.T 2.J.c	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.5	ba¹nda¹⁵j	0	2639	b a ¹ n d a ¹⁵ j -
38068	left (hand, etc.)	(main etc.) gauche	Nanga	Nanga (Anda, JH)	bàrìyɛ́	bàrìyɛ́	b a ¹ r i ¹ j ɛ ⁵	left	gauche	direction.left	direction.gauche	3156.0	61.0.4.0.2.0	244	LEFT	1 7 8 5 7 8 6 7 8	AXTBYTBYT	PA6RI6JE6	13	13.P.C 13.A.V 13.6.T 13.R.C 13.I.V 13.6.T 13.J.C 13.E.V 13.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	ba¹ri¹jɛ⁵	0	2649	b a ¹ r - i ¹ j - ɛ ⁵
38069	left (hand, etc.)	(main etc.) gauche	Donno_So	Donno So	nà:ndá	nà:ndá	n aː ¹ n d a ⁵	left	gauche	direction.left	direction.gauche	3156.0	61.0.4.0.2.0	244	LEFT	4 7 8 4 1 7 8	AXTMBYT	NA6NTA6	7	7.N.C 7.A.V 7.6.T 7.N.c 7.T.C 7.A.V 7.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	naː¹nda⁵	0	2642	n aː ¹ n d a ⁵ -
38070	left (hand, etc.)	(main etc.) gauche	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	bàná	bàná	b a ¹ n a ⁵	left	gauche	direction.left	direction.gauche	3156.0	61.0.4.0.2.0	244	LEFT	1 7 8 4 7 8	AXTBYT	PA6NA6	9	9.P.C 9.A.V 9.6.T 9.N.C 9.A.V 9.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ba¹na⁵	0	2639	b a ¹ n - a ⁵ - -
