ID	CONCEPT	CONCEPT_FRENCH	DOCULECT	DOCULECT_NAME_IN_SOURCE	VALUE	FORM	SEGMENTS	CONCEPT_ABBREVIATED	CONCEPT_FRENCH_ABBREVIATED	SEMANTIC_FIELD	SEMANTIC_FIELD_FRENCH	CONCEPTICON_ID	CONCEPTICON_GLOSS	IPA	ALIGNMENT
8431	laugh (verb only)	rire (verbe seulement)	Tomo_Kan_Diangassagou	Tomo Kan (Diangassagou)	mòmè	mòmè	m o ¹ m e ¹	laugh	rire	body function.laugh	fonctionnement corporel.rire	1355	LAUGH	mo¹me¹	m o ¹ m e ¹
8438	laugh (verb only)	rire (verbe seulement)	Tiranige_Boui	Tiranige (Boui, JH)	mándó	mándó	m a ⁵ n d o ⁵	laugh	rire	body function.laugh	fonctionnement corporel.rire	1355	LAUGH	ma⁵ndo⁵	m a ⁵ nd o ⁵
8439	laugh (verb only)	rire (verbe seulement)	Mombo_Songho	Mombo (Songho, KP)	mándú mándè	mándú_mándè	m a ⁵ n d u ⁵ _ m a ⁵ n d e ¹	laugh	rire	body function.laugh	fonctionnement corporel.rire	1355	LAUGH	ma⁵ndu⁵_ma⁵nde¹	m a ⁵ nd u ⁵ + m a ⁵ + nd e ¹ 
8441	laugh (verb only)	rire (verbe seulement)	Penange_Pinia	Penange (Pinia)	mándé	mándé	m a ⁵ n d e ⁵	laugh	rire	body function.laugh	fonctionnement corporel.rire	1355	LAUGH	ma⁵nde⁵	m a ⁵ nd e ⁵
#															
85843	leave, abandon (sb, sth)	abandonner, laisser (qn, qch)	Donno_So	Donno So	pádà	pádà	p a ⁵ d a ¹	leave, abandon	laisser, abandonner	motion.leave/exit	mouvement.quitter/sortir	1752	LEAVE	pa⁵da¹	p a ⁵ d a ¹
85844	leave, abandon (sb, sth)	abandonner, laisser (qn, qch)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	dàɣá	dàɣá	d a ¹ ɣ a ⁵	leave, abandon	laisser, abandonner	motion.leave/exit	mouvement.quitter/sortir	1752	LEAVE	da¹ɣa⁵	d a ¹ ɣ a ⁵
85855	leave, abandon (sb, sth)	abandonner, laisser (qn, qch)	Tiranige_Boui	Tiranige (Boui, JH)	díyɔ́	díyɔ́	d i ⁵ j ɔ ⁵	leave, abandon	laisser, abandonner	motion.leave/exit	mouvement.quitter/sortir	1752	LEAVE	di⁵jɔ⁵	d i ⁵ j ɔ ⁵
85856	leave, abandon (sb, sth)	abandonner, laisser (qn, qch)	Mombo_Songho	Mombo (Songho, KP)	dɛ́:ndɛ̀	dɛ́:ndɛ̀	d ɛː ⁵ n d ɛ ¹	leave, abandon	laisser, abandonner	motion.leave/exit	mouvement.quitter/sortir	1752	LEAVE	dɛː⁵ndɛ¹	d ɛː ⁵ nd ɛ ¹
85858	leave, abandon (sb, sth)	abandonner, laisser (qn, qch)	Penange_Pinia	Penange (Pinia)	dɛ́:ndɛ̀	dɛ́:ndɛ̀	d ɛː ⁵ n d ɛ ¹	leave, abandon	laisser, abandonner	motion.leave/exit	mouvement.quitter/sortir	1752	LEAVE	dɛː⁵ndɛ¹	d ɛː ⁵ nd ɛ ¹
#															
38069	left (hand, etc.)	(main etc.) gauche	Donno_So	Donno So	nà:ndá	nà:ndá	n aː ¹ n d a ⁵	left	gauche	direction.left	direction.gauche	244	LEFT	naː¹nda⁵	n aː ¹ nd a ⁵
38070	left (hand, etc.)	(main etc.) gauche	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	bàná	bàná	b a ¹ n a ⁵	left	gauche	direction.left	direction.gauche	244	LEFT	ba¹na⁵	b a ¹ n a ⁵
38081	left (hand, etc.)	(main etc.) gauche	Tiranige_Boui	Tiranige (Boui, JH)	nɔ́:ndɔ́	nɔ́:ndɔ́	n ɔ́ː n d ɔ ⁵	left	gauche	direction.left	direction.gauche	244	LEFT	nɔ́ːndɔ⁵	n ɔː ⁵ nd ɔ ⁵
38082	left (hand, etc.)	(main etc.) gauche	Mombo_Songho	Mombo (Songho, KP)	ná:gà	ná:gà	n aː ⁵ ɡ a ¹	left	gauche	direction.left	direction.gauche	244	LEFT	naː⁵ɡa¹	n aː ⁵ ɡ a ¹
38084	left (hand, etc.)	(main etc.) gauche	Penange_Pinia	Penange (Pinia)	nwá:gá	nwá:gá	n w aː ⁵ ɡ a ⁵	left	gauche	direction.left	direction.gauche	244	LEFT	nwaː⁵ɡa⁵	nw aː ⁵ ɡ a ⁵
#															
19404	lick	lécher	Donno_So	Donno So	dɛ̀gɛ́	dɛ̀gɛ́	d ɛ ¹ ɡ ɛ ⁵	lick	lécher	eat.lick	manger.lécher	319	LICK	dɛ¹ɡɛ⁵	d ɛ ¹ ɡ ɛ ⁵
19405	lick	lécher	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	dɛ̀gɛ́	dɛ̀gɛ́	d ɛ ¹ ɡ ɛ ⁵	lick	lécher	eat.lick	manger.lécher	319	LICK	dɛ¹ɡɛ⁵	d ɛ ¹ ɡ ɛ ⁵
19418	lick	lécher	Tiranige_Boui	Tiranige (Boui, JH)	nɛ́lɔ́	nɛ́lɔ́	n ɛ ⁵ l ɔ ⁵	lick	lécher	eat.lick	manger.lécher	319	LICK	nɛ⁵lɔ⁵	n ɛ ⁵ l ɔ ⁵
19419	lick	lécher	Mombo_Songho	Mombo (Songho, KP)	nɛ́lɛ́	nɛ́lɛ́	n ɛ ⁵ l ɛ ⁵	lick	lécher	eat.lick	manger.lécher	319	LICK	nɛ⁵lɛ⁵	n ɛ ⁵ l ɛ ⁵
19421	lick	lécher	Penange_Pinia	Penange (Pinia)	nɛ́lɛ́	nɛ́lɛ́	n ɛ ⁵ l ɛ ⁵	lick	lécher	eat.lick	manger.lécher	319	LICK	nɛ⁵lɛ⁵	n ɛ ⁵ l ɛ ⁵
#															
9659	lie down, go to bed	se coucher	Donno_So	Donno So	ùnj-é:-	ùnj-é:-	u ¹ n j + eː ⁵	lie down	coucher	body position.lie down	position du corps.coucher	215	LIE DOWN	u¹nj+eː⁵	- u ¹ nj eː ⁵
9660	lie down, go to bed	se coucher	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	ìɲé	ìɲé	i ¹ ɲ e ⁵	lie down	coucher	body position.lie down	position du corps.coucher	215	LIE DOWN	i¹ɲe⁵	- i ¹ ɲ e ⁵
9674	lie down, go to bed	se coucher	Tiranige_Boui	Tiranige (Boui, JH)	bí-yó ~ bí:-yó	bí-yó	b i ⁵ + j o ⁵	lie down	coucher	body position.lie down	position du corps.coucher	215	LIE DOWN	bi⁵+jo⁵	b i ⁵ j o ⁵
9675	lie down, go to bed	se coucher	Mombo_Songho	Mombo (Songho, KP)	bí:yè	bí:yè	b iː ⁵ j e ¹	lie down	coucher	body position.lie down	position du corps.coucher	215	LIE DOWN	biː⁵je¹	b iː ⁵ j e ¹
9678	lie down, go to bed	se coucher	Penange_Pinia	Penange (Pinia)	bí-yé (imperative bì-yó)	bí-yé	b i ⁵ + j e ⁵	lie down	coucher	body position.lie down	position du corps.coucher	215	LIE DOWN	bi⁵+je⁵	b i ⁵ j e ⁵
#															
3653	life	vie	Donno_So	Donno So	àdúnɔ̀	àdúnɔ̀	a ¹ d u ⁵ n ɔ ¹	life	vie	life/death.life	vie/mort.vie	210	LIFE	a¹du⁵nɔ¹	- a ¹ d u ⁵ + n ɔ ¹
3654	life	vie	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	ɛ́:rú	ɛ́:rú	ɛː ⁵ r u ⁵	life	vie	life/death.life	vie/mort.vie	210	LIFE	ɛː⁵ru⁵	- ɛː ⁵ r u ⁵
3659	life	vie	Tomo_Kan_Diangassagou	Tomo Kan (Diangassagou)	ɛ̀dùnà	ɛ̀dùnà	ɛ ¹ d u ¹ n a ¹	life	vie	life/death.life	vie/mort.vie	210	LIFE	ɛ¹du¹na¹	- ɛ ¹ d u ¹ n a ¹
3666	life	vie	Tiranige_Boui	Tiranige (Boui, JH)	yàŋgò	yàŋgò	j a ¹ ŋ ɡ o ¹	life	vie	life/death.life	vie/mort.vie	210	LIFE	ja¹ŋɡo¹	j a ¹ ŋɡ o ¹
3667	life	vie	Mombo_Songho	Mombo (Songho, KP)	àrùná	àrùná	a ¹ r u ¹ n a ⁵	life	vie	life/death.life	vie/mort.vie	210	LIFE	a¹ru¹na⁵	- a ¹ r u ¹ + n a ⁵
3669	life	vie	Penange_Pinia	Penange (Pinia)	ɲàŋgù	ɲàŋgù	ɲ a ¹ ŋ ɡ u ¹	life	vie	life/death.life	vie/mort.vie	210	LIFE	ɲa¹ŋɡu¹	ɲ a ¹ ŋɡ u ¹
#															
38316	lift, pick up (sth) in one's hands	soulever, prendre et lever (qch) dans la main	Donno_So	Donno So	yɛ̀ŋɛ́	yɛ̀ŋɛ́	j ɛ ¹ ŋ ɛ ⁵	lift, pick up	lever, soulever	direction.up	direction.haut	501	LIFT	jɛ¹ŋɛ⁵	j ɛ ¹ ŋ ɛ ⁵
38317	lift, pick up (sth) in one's hands	soulever, prendre et lever (qch) dans la main	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	jɛ̀ɲɛ́, dě:	jɛ̀ɲɛ́	j ɛ ¹ ɲ ɛ ⁵	lift, pick up	lever, soulever	direction.up	direction.haut	501	LIFT	jɛ¹ɲɛ⁵	j ɛ ¹ ɲ ɛ ⁵
38328	lift, pick up (sth) in one's hands	soulever, prendre et lever (qch) dans la main	Tiranige_Boui	Tiranige (Boui, JH)	tɔ́gɔ́	tɔ́gɔ́	t ɔ ⁵ ɡ ɔ ⁵	lift, pick up	lever, soulever	direction.up	direction.haut	501	LIFT	tɔ⁵ɡɔ⁵	t ɔ ⁵ ɡ ɔ ⁵
38329	lift, pick up (sth) in one's hands	soulever, prendre et lever (qch) dans la main	Mombo_Songho	Mombo (Songho, KP)	gɛ́ŋgyɛ́	gɛ́ŋgyɛ́	ɡ ɛ ⁵ ŋ ɡ j ɛ ⁵	lift, pick up	lever, soulever	direction.up	direction.haut	501	LIFT	ɡɛ⁵ŋɡjɛ⁵	ɡ ɛ ⁵ ŋɡ - - + j ɛ ⁵
38331	lift, pick up (sth) in one's hands	soulever, prendre et lever (qch) dans la main	Penange_Pinia	Penange (Pinia)	nɛ́mɛ́	nɛ́mɛ́	n ɛ ⁵ m ɛ ⁵	lift, pick up	lever, soulever	direction.up	direction.haut	501	LIFT	nɛ⁵mɛ⁵	n ɛ ⁵ m ɛ ⁵
#															
94514	lightweight	léger	Donno_So	Donno So	wɛ̂y	wɛ̂y	w ɛ ¹⁵ j	lightweight, light (weight)	léger	weight.lightweight	poids.léger	1052	LIGHT (WEIGHT)	wɛ¹⁵j	w ɛ ¹⁵ j
94515	lightweight	léger	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	ɲɛ́n	ɲɛ́n	ɲ ɛ ⁵ n	lightweight, light (weight)	léger	weight.lightweight	poids.léger	1052	LIGHT (WEIGHT)	ɲɛ⁵n	ɲ ɛ ⁵ n
94526	lightweight	léger	Tiranige_Boui	Tiranige (Boui, JH)	né:ŋgó-rá	né:ŋgó-rá	n eː ⁵ ŋ ɡ o ⁵ + r a ⁵	lightweight, light (weight)	léger	weight.lightweight	poids.léger	1052	LIGHT (WEIGHT)	neː⁵ŋɡo⁵+ra⁵	n eː ⁵ ŋɡ o ⁵ + r a ⁵
94527	lightweight	léger	Mombo_Songho	Mombo (Songho, KP)	yáw-yáw kánní	yáw-yáw_kánní	j a ⁵ w + j a ⁵ w _ k a ⁵ n n i ⁵	lightweight, light (weight)	léger	weight.lightweight	poids.léger	1052	LIGHT (WEIGHT)	ja⁵w+ja⁵w_ka⁵nni⁵	j a ⁵ w - - + j a ⁵ w k a ⁵ nː i ⁵
94529	lightweight	léger	Penange_Pinia	Penange (Pinia)	yáw-yáw	yáw-yáw	j a ⁵ w + j a ⁵ w	lightweight, light (weight)	léger	weight.lightweight	poids.léger	1052	LIGHT (WEIGHT)	ja⁵w+ja⁵w	j a ⁵ w - - + j a ⁵ w - - - - - -
#															
99173	like, similar to	comme, pareil à	Donno_So	Donno So	gìnɛ̀	gìnɛ̀	ɡ i ¹ n ɛ ¹	like, similar	comme	resemblance.like	ressemblance.comme	1558	SIMILAR	ɡi¹nɛ¹	ɡ I ¹ n ɛ ¹
99174	like, similar to	comme, pareil à	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	jín	jín	j i ⁵ n	like, similar	comme	resemblance.like	ressemblance.comme	1558	SIMILAR	ji⁵n	j i ⁵ n
99185	like, similar to	comme, pareil à	Tiranige_Boui	Tiranige (Boui, JH)	X tɔ̀rɔ́	X_tɔ̀rɔ́	_ t ɔ ¹ r ɔ ⁵	like, similar	comme	resemblance.like	ressemblance.comme	1558	SIMILAR	_tɔ¹rɔ⁵	t ɔ ¹ r ɔ ⁵
99186	like, similar to	comme, pareil à	Mombo_Songho	Mombo (Songho, KP)	pímá kání	pímá_kání	p i ⁵ m a ⁵ _ k a ⁵ n i ⁵	like, similar	comme	resemblance.like	ressemblance.comme	1558	SIMILAR	pi⁵ma⁵_ka⁵ni⁵	p i ⁵ m a ⁵ + k a ⁵ n i ⁵
99188	like, similar to	comme, pareil à	Penange_Pinia	Penange (Pinia)	X pínà:, X pínì:	X_pínà:	_ p i ⁵ n aː ¹	like, similar	comme	resemblance.like	ressemblance.comme	1558	SIMILAR	_pi⁵naː¹	p i ⁵ n aː ¹
#															
87801	limp, walk with a limp	boiter	Donno_So	Donno So	tégè	tégè	t e ⁵ ɡ e ¹	limp	boiter	motion.stagger/limp	mouvement.chanceler/boiter	366	LIMP	te⁵ɡe¹	- - - t e ⁵ + ɡ e ¹
87802	limp, walk with a limp	boiter	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	kɔ́: tégé	kɔ́:_tégé	k ɔ́ː _ t e ⁵ ɡ e ⁵	limp	boiter	motion.stagger/limp	mouvement.chanceler/boiter	366	LIMP	kɔ́ː_te⁵ɡe⁵	k ɔː ⁵ t e ⁵ + ɡ e ⁵
87812	limp, walk with a limp	boiter	Tiranige_Boui	Tiranige (Boui, JH)	tíŋgó	tíŋgó	t i ⁵ ŋ ɡ o ⁵	limp	boiter	motion.stagger/limp	mouvement.chanceler/boiter	366	LIMP	ti⁵ŋɡo⁵	- - - t i ⁵ + ŋɡ o ⁵
87813	limp, walk with a limp	boiter	Mombo_Songho	Mombo (Songho, KP)	tégé, tí:lè	tégé	t e ⁵ ɡ e ⁵	limp	boiter	motion.stagger/limp	mouvement.chanceler/boiter	366	LIMP	te⁵ɡe⁵	- - - t e ⁵ + ɡ e ⁵
87815	limp, walk with a limp	boiter	Penange_Pinia	Penange (Pinia)	téŋgéŋ kání	téŋgéŋ_kání	t e ⁵ ŋ ɡ e ⁵ ŋ _ k a ⁵ n i ⁵	limp	boiter	motion.stagger/limp	mouvement.chanceler/boiter	366	LIMP	te⁵ŋɡe⁵ŋ_ka⁵ni⁵	t e ⁵ ŋɡ e ⁵ + ŋk a ⁵ + n i ⁵ 
#															
4454	liver	foie	Donno_So	Donno So	kìndɛ̀ gɛ̂ŋ	kìndɛ̀_gɛ̂ŋ	k i ¹ n d ɛ ¹ _ ɡ ɛ ¹⁵ ŋ	liver	foie	body.internal organ	corps.organe interne	1224	LIVER	ki¹ndɛ¹_ɡɛ¹⁵ŋ	k i ¹ nd ɛ ¹ + ɡ ɛ ¹⁵ + ŋ
4455	liver	foie	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	cɛ́nɛ̀	cɛ́nɛ̀	tʃ ɛ ⁵ n ɛ ¹	liver	foie	body.internal organ	corps.organe interne	1224	LIVER	tʃɛ⁵nɛ¹	tʃ ɛ ⁵ n ɛ ¹
4462	liver	foie	Tomo_Kan_Diangassagou	Tomo Kan (Diangassagou)	cándálá	cándálá	tʃ a ⁵ n d a ⁵ l a ⁵	liver	foie	body.internal organ	corps.organe interne	1224	LIVER	tʃa⁵nda⁵la⁵	tʃ a ⁵ nd a ⁵ + l a ⁵
4470	liver	foie	Tiranige_Boui	Tiranige (Boui, JH)	cìndà (Boui), kìndà (Ningo)	cìndà	tʃ i ¹ n d a ¹	liver	foie	body.internal organ	corps.organe interne	1224	LIVER	tʃi¹nda¹	tʃ i ¹ nd a ¹
4471	liver	foie	Mombo_Songho	Mombo (Songho, KP)	kíndá	kíndá	k i ⁵ n d a ⁵	liver	foie	body.internal organ	corps.organe interne	1224	LIVER	ki⁵nda⁵	k i ⁵ nd a ⁵
4474	liver	foie	Penange_Pinia	Penange (Pinia)	kìndà	kìndà	k i ¹ n d a ¹	liver	foie	body.internal organ	corps.organe interne	1224	LIVER	ki¹nda¹	k i ¹ nd a ¹
#															
41839	lock (e.g. a door)	boucler, fermer à clé (une porte, etc.)	Donno_So	Donno So	dàgá	dàgá	d a ¹ ɡ a ⁵	lock	boucler	open/shut.lock (verb)	ouvrir/fermer.fermer à clé	1596	LOCK	da¹ɡa⁵	d a ¹ ɡ a ⁵
41840	lock (e.g. a door)	boucler, fermer à clé (une porte, etc.)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	sɔ́ɣɔ́	sɔ́ɣɔ́	s ɔ ⁵ ɣ ɔ ⁵	lock	boucler	open/shut.lock (verb)	ouvrir/fermer.fermer à clé	1596	LOCK	sɔ⁵ɣɔ⁵	s ɔ ⁵ ɣ ɔ ⁵
41851	lock (e.g. a door)	boucler, fermer à clé (une porte, etc.)	Tiranige_Boui	Tiranige (Boui, JH)	tíyó	tíyó	t i ⁵ j o ⁵	lock	boucler	open/shut.lock (verb)	ouvrir/fermer.fermer à clé	1596	LOCK	ti⁵jo⁵	t i ⁵ j o ⁵
41852	lock (e.g. a door)	boucler, fermer à clé (une porte, etc.)	Mombo_Songho	Mombo (Songho, KP)	dágé	dágé	d a ⁵ ɡ e ⁵	lock	boucler	open/shut.lock (verb)	ouvrir/fermer.fermer à clé	1596	LOCK	da⁵ɡe⁵	d a ⁵ ɡ e ⁵
41854	lock (e.g. a door)	boucler, fermer à clé (une porte, etc.)	Penange_Pinia	Penange (Pinia)	dágé	dágé	d a ⁵ ɡ e ⁵	lock	boucler	open/shut.lock (verb)	ouvrir/fermer.fermer à clé	1596	LOCK	da⁵ɡe⁵	d a ⁵ ɡ e ⁵
#															
72353	look at	regarder (qch)	Donno_So	Donno So	gɛ̀ndɛ́-	gɛ̀ndɛ́-	ɡ ɛ ¹ n d ɛ ⁵	look	regarder	vision.look	vision.regarder	1819	LOOK	ɡɛ¹ndɛ⁵	ɡ ɛ ¹ nd ɛ ⁵
72354	look at	regarder (qch)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	yàŋá (Imperative yàŋá)	yàŋá	j a ¹ ŋ a ⁵	look	regarder	vision.look	vision.regarder	1819	LOOK	ja¹ŋa⁵	j a ¹ ŋ a ⁵
72366	look at	regarder (qch)	Tiranige_Boui	Tiranige (Boui, JH)	já:ló	já:ló	j aː ⁵ l o ⁵	look	regarder	vision.look	vision.regarder	1819	LOOK	jaː⁵lo⁵	j aː ⁵ l o ⁵
72367	look at	regarder (qch)	Mombo_Songho	Mombo (Songho, KP)	mályê:	mályê:	m a ⁵ l j eː ⁵¹	look	regarder	vision.look	vision.regarder	1819	LOOK	ma⁵ljeː⁵¹	m a ⁵ l - - + j eː ⁵¹
72369	look at	regarder (qch)	Penange_Pinia	Penange (Pinia)	sé:mì ~ sê:m	sé:mì	s eː ⁵ m i ¹	look	regarder	vision.look	vision.regarder	1819	LOOK	seː⁵mi¹	s eː ⁵ m i ¹
#															
73326	look for, seek	chercher	Donno_So	Donno So	dɛ̀nnɛ́	dɛ̀nnɛ́	d ɛ ¹ n n ɛ ⁵	seek, look for, search	chercher	lose/search/find.seek	perdre/chercher/retrouver.chercher	1468	LOOK FOR	dɛ¹nnɛ⁵	d ɛ ¹ nː ɛ ⁵
73327	look for, seek	chercher	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	lúgúró	lúgúró	l u ⁵ ɡ u ⁵ r o ⁵	seek, look for, search	chercher	lose/search/find.seek	perdre/chercher/retrouver.chercher	1468	LOOK FOR	lu⁵ɡu⁵ro⁵	l u ⁵ ɡ u ⁵ + r o ⁵
73338	look for, seek	chercher	Tiranige_Boui	Tiranige (Boui, JH)	yɔ́lɔ́ (Boui), jɔ́lɔ́ (Ningo)	yɔ́lɔ́	j ɔ ⁵ l ɔ ⁵	seek, look for, search	chercher	lose/search/find.seek	perdre/chercher/retrouver.chercher	1468	LOOK FOR	jɔ⁵lɔ⁵	j ɔ ⁵ l ɔ ⁵
73339	look for, seek	chercher	Mombo_Songho	Mombo (Songho, KP)	yɔ́lɛ́	yɔ́lɛ́	j ɔ ⁵ l ɛ ⁵	seek, look for, search	chercher	lose/search/find.seek	perdre/chercher/retrouver.chercher	1468	LOOK FOR	jɔ⁵lɛ⁵	j ɔ ⁵ l ɛ ⁵
73341	look for, seek	chercher	Penange_Pinia	Penange (Pinia)	dúndɛ́	dúndɛ́	d u ⁵ n d ɛ ⁵	seek, look for, search	chercher	lose/search/find.seek	perdre/chercher/retrouver.chercher	1468	LOOK FOR	du⁵ndɛ⁵	d u ⁵ nd ɛ ⁵
#															
19721	lunch	déjeuner	Donno_So	Donno So	à:gà-pàná	à:gà-pàná	aː ¹ ɡ a ¹ + p a ¹ n a ⁵	lunch	déjeuner	food.daily meal	aliment.repas quotidien	768	LUNCH	aː¹ɡa¹+pa¹na⁵	- aː ¹ ɡ a ¹ + p a ¹ + n a ⁵ 
19722	lunch	déjeuner	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	cɛ̀n-tɛ̀gú	cɛ̀n-tɛ̀gú	tʃ ɛ ¹ n + t ɛ ¹ ɡ u ⁵	lunch	déjeuner	food.daily meal	aliment.repas quotidien	768	LUNCH	tʃɛ¹n+tɛ¹ɡu⁵	tʃ ɛ ¹ nt ɛ ¹ + ɡ u ⁵
19736	lunch	déjeuner	Tiranige_Boui	Tiranige (Boui, JH)	páníŋgé (Boui), pánígé (Ningo)	páníŋgé	p a ⁵ n i ⁵ ŋ ɡ e ⁵	lunch	déjeuner	food.daily meal	aliment.repas quotidien	768	LUNCH	pa⁵ni⁵ŋɡe⁵	p a ⁵ n i ⁵+ ŋɡ e ⁵ 
19737	lunch	déjeuner	Mombo_Songho	Mombo (Songho, KP)	gílí	gílí	ɡ i ⁵ l i ⁵	lunch	déjeuner	food.daily meal	aliment.repas quotidien	768	LUNCH	ɡi⁵li⁵	ɡ i ⁵ l i ⁵
19739	lunch	déjeuner	Penange_Pinia	Penange (Pinia)	dòyà:lò	dòyà:lò	d o ¹ j aː ¹ l o ¹	lunch	déjeuner	food.daily meal	aliment.repas quotidien	768	LUNCH	do¹jaː¹lo¹	d o ¹ j aː ¹ + l o ¹
#															
4502	lung	poumon	Donno_So	Donno So	kìndɛ̀-sógù	kìndɛ̀-sógù	k i ¹ n d ɛ ¹ + s o ⁵ ɡ u ¹	lung	poumon	body.internal organ	corps.organe interne	688	LUNG	ki¹ndɛ¹+so⁵ɡu¹	k i ¹ nd ɛ ¹ + s o ⁵ + ɡ u ¹ 
4503	lung	poumon	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	pù:jú-pà:jú	pù:jú-pà:jú	p uː ¹ j u ⁵ + p aː ¹ j u ⁵	lung	poumon	body.internal organ	corps.organe interne	688	LUNG	puː¹ju⁵+paː¹ju⁵	p uː ¹ j u ⁵ + p aː ¹ + j u ⁵ 
4510	lung	poumon	Tomo_Kan_Diangassagou	Tomo Kan (Diangassagou)	fùjìhà:jí	fùjìhà:jí	f u ¹ j i ¹ h aː ¹ j i ⁵	lung	poumon	body.internal organ	corps.organe interne	688	LUNG	fu¹ji¹haː¹ji⁵	f u ¹ j i ¹ + h aː ¹ + j i
4518	lung	poumon	Tiranige_Boui	Tiranige (Boui, JH)	àlpús (Boui), àlpú:sì (Ningo), ùlùpú:jù (Boui),	àlpús	a ¹ l p u ⁵ s	lung	poumon	body.internal organ	corps.organe interne	688	LUNG	a¹lpu⁵s	- a ¹ l+ p u ⁵
4519	lung	poumon	Mombo_Songho	Mombo (Songho, KP)	pùjù-pájù	pùjù-pájù	p u ¹ j u ¹ + p a ⁵ j u ¹	lung	poumon	body.internal organ	corps.organe interne	688	LUNG	pu¹ju¹+pa⁵ju¹	p u ¹ j u ¹ + p a ⁵ + j u ¹ 
4521	lung	poumon	Penange_Pinia	Penange (Pinia)	pùgùjáⁿ-pùgùjáⁿ	pùgùjáⁿ-pùgùjáⁿ	p u ¹ ɡ u ¹ j ã ∼ ⁵ + p u ¹ ɡ u ¹ j ã ∼ ⁵	lung	poumon	body.internal organ	corps.organe interne	688	LUNG	pu¹ɡu¹jã∼⁵+pu¹ɡu¹jã∼⁵	p u ¹ ɡ u ¹ + j ã∼ ⁵ + p u ¹ ɡ u ¹ j ã∼ ⁵ 
#															
2056	man, male person	homme, personne mâle	Donno_So	Donno So	án-ná	án-ná	a ⁵ n + n a ⁵	man	homme	person.man	personne.homme	1554	MAN	a⁵n+na⁵	- a ⁵ n: a ⁵
2057	man, male person	homme, personne mâle	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	ǎ-n	ǎ-n	a ¹⁵ + n	man	homme	person.man	personne.homme	1554	MAN	a¹⁵+n	- a ¹⁵ n - -
2064	man, male person	homme, personne mâle	Tomo_Kan_Diangassagou	Tomo Kan (Diangassagou)	ʔà:ⁿ	ʔà:ⁿ	ʔ ãː ∼ ¹	man	homme	person.man	personne.homme	1554	MAN	ʔãː∼¹	ʔ ãː∼ ¹ 
2072	man, male person	homme, personne mâle	Tiranige_Boui	Tiranige (Boui, JH)	ndà-báná	ndà-báná	n d a ¹ + b a ⁵ n a ⁵	man	homme	person.man	personne.homme	1554	MAN	nda¹+ba⁵na⁵	nd a ¹ b a ⁵ + n a ⁵
2073	man, male person	homme, personne mâle	Mombo_Songho	Mombo (Songho, KP)	wálá	wálá	w a ⁵ l a ⁵	man	homme	person.man	personne.homme	1554	MAN	wa⁵la⁵	w a ⁵ l a ⁵
2076	man, male person	homme, personne mâle	Penange_Pinia	Penange (Pinia)	wálá	wálá	w a ⁵ l a ⁵	man	homme	person.man	personne.homme	1554	MAN	wa⁵la⁵	w a ⁵ l a ⁵
#															
67541	market	marché	Donno_So	Donno So	íbɛ̀	íbɛ̀	i ⁵ b ɛ ¹	market	marché	commerce.market	commerce.marché	633	MARKET	i⁵bɛ¹	- i ⁵ b ɛ ¹
67542	market	marché	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	ɛ́wɛ́	ɛ́wɛ́	ɛ ⁵ w ɛ ⁵	market	marché	commerce.market	commerce.marché	633	MARKET	ɛ⁵wɛ⁵	- ɛ ⁵ w ɛ ⁵
67553	market	marché	Tiranige_Boui	Tiranige (Boui, JH)	èwà ~ èbà (Boui), èbà (Ningo)	èwà	e ¹ w a ¹	market	marché	commerce.market	commerce.marché	633	MARKET	e¹wa¹	- e ¹ w a ¹
67554	market	marché	Mombo_Songho	Mombo (Songho, KP)	íbá	íbá	i ⁵ b a ⁵	market	marché	commerce.market	commerce.marché	633	MARKET	i⁵ba⁵	- i ⁵ b a ⁵
67556	market	marché	Penange_Pinia	Penange (Pinia)	ébá (y-)	ébá	e ⁵ b a ⁵	market	marché	commerce.market	commerce.marché	633	MARKET	e⁵ba⁵	- e ⁵ b a ⁵
#															
10534	marrow	moelle	Donno_So	Donno So	bɔ́ndù	bɔ́ndù	b ɔ ⁵ n d u ¹	marrow	moelle	part (animal).marrow	partie (animal).moelle	1835	MARROW	bɔ⁵ndu¹	b ɔ ⁵ nd u ¹
