ID	NUMBER	ENGLISH	FRENCH	ENGLISH_SHORT	SEMFIELD_CODE	REFERENCE	OCCURRENCE	CONCEPTICON_ID	CONCEPTICON_GLOSS	SIMILARITY	ADD	COMMENT
367	367	divide, share (sth)	diviser, partager (qch)	divide, share	99.0.2.0.1.0	5019.0	21	1119	DIVIDE	4		same concept
660	660	tight, taut (rope)	(corde) serré	tight (rope)	67.0.1.0.1.0	3380.0	20		???		tight	
662	662	point at, indicate (by pointing)	indiquer, indexer (avec la main)	point at	119.0.6.0.2.0	5992.0	20		???		point (verb)	
665	665	statuette	statuette	statuette	89.0.2.0.2.0	4412.0	20		STATUE			
666	666	take (sth) down (e.g. kettle or pot, from fire)	faire descendre (par ex. théière ou marmite, d'un feu)	take down	61.0.7.0.3.0	3178.0	20	1462		4	take down	
668	668	spear with a short wooden shaft and a broad flat metal blade	lance avec un manche court en bois et une lame plate et large en fer	spear	95.0.1.0.1.0	4635.0	20		SPEAR			
669	669	hit, strike (general word)	frapper (terme général)	hit	136.0.1.0.3.0	6707.0	20	1433	HIT	4		
670	670	orphan	orphelin	orphan	9.0.17.0.1.0	297.0	20	1149	ORPHAN	2		
671	671	bitter (in taste)	(goût) amer	bitter	124.0.3.0.1.0	6276.0	20	887	BITTER	4		
672	672	doorway (passage)	porte (passage)	door	54.0.13.0.1.0	2836.0	20	1567		4	entrance	
674	674	dates (from date palm)	dattes	dates	36.0.1.0.3.0	2061.0	20		???		date palm	
677	677	medication, remedy	médicament, remède	medicine, remedy	98.0.26.0.1.0	4968.0	20	499	MEDICINE	4		
678	678	right hand	main droite	right hand	61.0.5.0.1.0	3158.0	20	2183	RIGHT HAND	2		
679	679	buy, purchase	acheter	buy, purchase	113.0.5.0.1.0	5575.0	20	1869	BUY	4		
681	681	wealth	richesse	wealth	114.0.2.0.1.0	5631.0	20	2996	WEALTH	2		
683	683	lower (price), reduce (amount)	diminuer (prix, etc.)	reduce, lower	113.0.12.0.1.0	5608.0	20		???		lower, bargain	
684	684	man-made tree apiary (for honey bees) consisting of a section of a hollow tree trunk placed among branches in a living tree	volière dans (pour les abeilles de miel) consistant en un morceau du tronc creux d'un arbre, placé parmi les branches d'un arbre vivant	apiary	24.0.4.0.1.0	1536.0	20		???		apiary	
397	397	tomtom (general word)	tam-tam (mot général)	tomtom	93.0.1.0.1.0	4533.0	21		DRUM			noun
686	686	consent, accept, agree to (a proposal)	accepter (une proposition)	consent, accept, agree	102.0.9.0.2.0	5143.0	20		???		agree	
689	689	filter (water, milk) with a sieve	filtrer (eau, lait) avec un tamis	filter	28.0.4.0.7.0	1785.0	20		???		filter	
691	691	(1Sg subject pronominal)	(marque de sujet 1Sg)	1Sg subject	179.0.2.0.3.0	9604.0	20		???		I	
693	693	three times	trois fois	3 times	76.0.1.0.3.0	3801.0	20	417	THREE TIMES	2		
694	694	owner	propriétaire	owner	101.0.2.0.1.0	5070.0	20	1036	OWNER	2		
697	697	(female) give suck to, nurse (infant)	(femelle) allaiter, faire téter (enfant)	suckle, nurse	23.0.8.0.2.0	1524.0	20	1104	NURSE	4		
700	700	fall	tomber	fall	149.0.1.0.1.0	7287.0	20	1280	FALL	2		
701	701	catch, take hold of (sth)	attraper (qch)	catch	100.0.3.0.4.0	5035.0	20	2021	GRASP	4		
411	411	strength, power, force	force, pouvoir	power, strength, force	86.0.1.0.1.0	4193.0	21	202	STRENGTH	4		separate concepts
703	703	wrestling (traditional men's sport)	lutte traditionnelle (d'main plate)	wrestling, wrestle	92.0.6.0.1.0	4515.0	20		???		wrestle	
704	704	chicken coop	poulailler	coop	5.0.2.0.1.0	132.0	20		???		coop (chicken)	
705	705	money, currency, cash	argent, devises	money, currency, cash	114.0.1.0.1.0	5629.0	20	1559	MONEY	4		
706	706	go far away	s'éloigner	go far	65.0.1.0.2.0	3317.0	20		???		travel	
711	711	go	aller	go	146.0.1.0.1.0	7016.0	20	695	GO	2		
712	712	answer, reply to (sb)	répondre d'(qn)	reply, answer, respond	102.0.8.0.1.0	5141.0	20	1275	ANSWER	4		
713	713	spinal cord, spine	colonne vertébrale	spine	10.0.6.0.3.0	345.0	20	805	SPINE	4		
714	714	staff, stick (general word)	bâton (mot général)	stick, staff	49.0.3.0.1.0	2662.0	20	2085	STICK (CLASSIFIER)	4		
715	715	shed, thatch-covered shelter or stall open on one or more sides	hangar, abri ouvert au moins d'un côté et couvert de paille	shed, stall, shelter	54.0.3.0.1.0	2773.0	20		???		shed	
716	716	(rain) fall (verb only)	(pluie) tomber, pleuvoir (verbe seulement)	rain fall	60.0.1.0.3.0	3094.0	20	1280	RAINING OR RAIN	4		
717	717	mint	menthe	mint	33.0.4.0.1.0	1957.0	20		???		mint	
432	432	fear, be afraid of	avoir peur de	fear	117.0.10.0.1.0	5814.0	21	1419	FEAR (BE AFRAID)	4		separate concepts
718	718	rag, tatters (old clothing)	haillon, chiffon (vêtement usé)	rag	16.0.20.0.1.0	1214.0	20	332	RAG	4		
719	719	rib	côte	rib	10.0.6.0.13.0	355.0	20	801	RIB	2		
720	720	hail, hailstones	grêle	hail	60.0.4.0.1.0	3115.0	20	609	HAIL	4		
721	721	hand, arm	main, bras	hand	10.0.11.0.3.0	401.0	20	2121	ARM OR HAND	2		
722	722	thief	voleur	thief	96.0.4.0.5.0	4765.0	20	1160	THIEF	2		
725	725	this year	cette année	this year	72.0.8.0.4.0	3697.0	20	513	THIS YEAR	2		
726	726	(rain) stop	(pluie) s'arrêter	stop raining	60.0.1.0.12.0	3103.0	20	1928	CEASE	4		
728	728	forget	oublier	forget	116.0.4.0.1.0	5699.0	20	1523	FORGET	2		
729	729	take, convey (sth, somewhere)	emmener (qch, quelque part)	deliver, convey	147.0.2.0.1.0	7244.0	20	2898	CONVEY (A MESSAGE)	4		
730	730	henna (dark women's cosmetic, for hands and feet)	henné (maquillage noirâtre des femmes, pour les mains et les pieds)	henna	18.0.3.0.1.0	1302.0	20		???		henna	
448	448	visitor, guest (from out of town)	visiteur, étranger (en visite)	visitor, guest	83.0.2.0.1.0	4120.0	21	1782	GUEST	4		same concept
731	731	(fire) be lit	(feu) ê. allumé	ignite, light (fire)	35.0.7.0.5.0	2041.0	20		IGNITE			
732	732	cross (road, river, border)	traverser, franchir (chemin, fleuve, frontière)	cross	146.0.13.0.8.0	7102.0	20	666	TRAVERSE	4		
734	734	affix, stick on, paste, glue (e.g. paper, on a surface)	afficher, coller fermement (un papier etc., d'une surface)	affix, paste, glue, stick	125.0.1.0.1.0	6296.0	20	254	STICKING	4		
735	735	(sb, mammal) bite (sb)	(qn, mammifère) mordre (qch, qn)	bite	143.0.5.0.1.0	6966.0	20	1403	BITE	4		
736	736	lightweight	léger	lightweight, light (weight)	165.0.2.0.1.0	7783.0	20	1052	LIGHT (WEIGHT)	2		
737	737	neighborhood, quarter (section of a village or town)	quartier (partie d'un village ou d'une ville)	neighborhood	52.0.2.0.1.0	2732.0	20	1391		4	neighborhood	
738	738	broom	balai	broom	134.0.2.0.1.0	6654.0	20	245	BROOM	2		
739	739	swim, go swimming	nager, aller nager	swim	58.0.7.0.1.0	3052.0	20	1439	SWIM	4		
740	740	lift, pick up (sth) in one's hands	soulever, prendre et lever (qch) dans la main	lift, pick up	61.0.6.0.11.0	3171.0	20	501	LIFT	4		
746	746	(political) chief, boss	chef (politique), patron	chief	85.0.1.0.1.0	4160.0	20	301	CHIEFTAIN	4		
749	749	arrive at, reach	arriver à, atteindre	arrive, reach	146.0.5.0.1.0	7048.0	20	1387	ARRIVE	4		
752	752	difficult (work)	(travail) difficile	difficult	152.0.5.0.5.0	7452.0	19	584	DIFFICULT	4		
753	753	hell	enfer	hell	87.0.14.0.3.0	4349.0	19	878	HELL	2		
754	754	south	sud	south	61.0.1.0.4.0	3145.0	19	1595	SOUTH	2		
755	755	lazy person	personne paresseuse	lazy	117.0.14.0.1.0	5845.0	19				LAZY (noun)	
471	471	dust	poussière	dust	48.0.8.0.1.0	2648.0	21	2	DUST	2		noun
756	756	make (sb) lie down (to sleep)	faire coucher (qn)	lie down	12.0.8.0.4.0	737.0	19		???		LIE (cause)	
759	759	pure, full-strength, undiluted (milk)	(lait) pur, non dilué	full-strength, undiluted, pure	23.0.7.0.1.0	1520.0	19	1147	PURE	4		
760	760	tobacco (leaves, or for cigarettes)	tabac (en feuilles, ou pour cigarettes)	tobacco	51.0.1.0.1.0	2710.0	19	974	TOBACCO	4		
763	763	sell	vendre	sell	113.0.4.0.1.0	5573.0	19	1571	SELL	2		
766	766	empty (container) (adj)	(récipient) vide	empty	168.0.3.0.1.0	7926.0	19	1624	EMPTY	4		
768	768	spend the night (sw, or doing sth)	passer la nuit (qp, ou d'faire qch)	spend night	73.0.9.0.1.0	3746.0	19		???		spend or pass the night	
769	769	never	jamais	never	71.0.10.0.1.0	3658.0	19	1656	NEVER	2		
770	770	be or become wet	se mouiller, ê. mouillé	wet	162.0.1.0.2.0	7672.0	19	1579	GET WET	4		
772	772	kitchen, cooking area	cuisine, lieu où on prépare les repas	kitchen	54.0.4.0.1.0	2784.0	19	1365	KITCHEN	4		
773	773	roll (e.g. barrel) on the ground	faire rouler (barrique, etc.) par terre	roll	133.0.2.0.1.0	6624.0	19		ROLL			
774	774	cut off, sever (head, finger, branch)	couper (tête, doigt, branche)	cut off, sever	137.0.1.0.1.0	6748.0	19	1432		4	slice	
776	776	show, display (sth, to sb)	montrer (qn, d'qn)	show	119.0.6.0.1.0	5991.0	19	1039	SHOW	4		
778	778	hot season (April-June)	saison chaude (avril-juin)	hot season	75.0.4.0.1.0	3793.0	19		???		hot season	
779	779	dried meat	viande séchée	meat	26.0.12.0.3.0	1684.0	19		???		dried meat (or fruits)	
780	780	increase, raise (e.g. price)	augmenter (prix etc.)	raise, increase	113.0.11.0.1.0	5601.0	19	1041	INCREASE	4		
783	783	hard, firm, solid, stiff (surface, object)	(surface, objet) dur, raide, rigide, résistant, solide	hard, stiff, solid, firm	161.0.1.0.1.0	7624.0	19	1884	HARD	4		
783	783	hard, firm, solid, stiff (surface, object)	(surface, objet) dur, raide, rigide, résistant, solide	hard, stiff, solid, firm	161.0.1.0.1.0	7624.0	19	3003	SOLID	4		
784	784	skeleton	squelette	skeleton	9.0.9.0.1.0	268.0	19	2668	SKELETON	2		
785	785	crazy person	(un) fou	crazy, insane	116.0.12.0.1.0	5748.0	19		???		crazy (noun)	
786	786	early afternoon Muslim prayer (2 PM)	prière musulmane au début de l'après-midi (14 h.)	afternoon, prayer	73.0.13.0.2.0	3760.0	19		???		Asr	
788	788	(sb) bend over, lean forward, bow	(qn) se pencher en avant, s'incliner	bow, bend over	11.0.23.0.1.0	679.0	19	2004	BEND	4		
789	789	gold	or (métal)	gold	50.0.4.0.1.0	2703.0	19	1369	GOLD	2		
790	790	noise	bruit	noise	122.0.2.0.1.0	6079.0	19	1182	NOISE	2		
792	792	Feast of the Ram (aid al adha, major Mulsim holy day)	Tabaski, fête des moutons (aid al adha, la plus grande fête musulmane)	holy day, feast	87.0.11.0.3.0	4317.0	19		???		Ramadan	
796	796	crush (a bone, e.g. to get marrow)	écraser (os, par ex. afin d'obtenir sa moelle)	crush	30.0.1.0.11.0	1819.0	19	1520	CRUSH	4		
797	797	meaning (e.g. of a word)	signification, sens (d'un mot, etc.)	meaning	102.0.5.0.1.0	5128.0	19	2950	MEANING	4		
798	798	resemble	ressembler à	resemble	176.0.1.0.6.0	8194.0	19	1777	RESEMBLE	2		
799	799	pick (fruit) from tree or plant	cueillir (fruit) d'un arbre ou d'une plante	pick	100.0.4.0.1.0	5048.0	19	1486	PICK	4		
805	805	(e.g. sugar, money) be used up, be depleted	(sucre, argent, etc.) ê. fini, ê. épuisé	used up, depleted	111.0.19.0.1.0	5528.0	19		???		deplete, use up	
807	807	cart drawn by donkeys or oxen	charrette tirée par des ânes ou des bœufs	cart	150.0.3.0.1.0	7376.0	19		CART			
809	809	watermelon, melon (general term)	pastèque, melon (mot général)	watermelon, melon	36.0.4.0.1.0	2119.0	19	2766	WATERMELON	4		
810	810	rotten (adjective)	pourri (adjectif)	rotten	123.0.5.0.1.0	6241.0	19	1728	ROTTEN	1		
811	811	replaster (wall) by smearing wet banco on it	crépir (mur) en y applicant du banco mouillé	replaster, smear	54.0.8.0.1.0	2805.0	19		???		plaster (verb)	
813	813	(child) crawl on all fours	(enfant) ramper, marcher d'quatre pattes	crawl	146.0.33.0.1.0	7230.0	19		CRAWL			
815	815	silver (metal)	argent-métal	silver	50.0.5.0.1.0	2704.0	19	759	SILVER	4		
541	541	iron, steel, metal	fer, acier, métal	iron	50.0.1.0.1.0	2691.0	20	621	IRON	4		same concept
816	816	old man	vieil homme	old man	6.0.7.0.2.0	168.0	19	406	OLD MAN	2		
817	817	(sb) melt (e.g. ice, butter)	(qn) faire fondre (glace, beurre, etc.)	melt	47.0.7.0.2.0	2591.0	19	2334	MELT	4		
818	818	formal blessing, benediction	bénédiction	blessing, benediction	102.0.11.0.2.0	5158.0	19		BLESS			
547	547	leave, abandon (sb, sth)	abandonner, laisser (qn, qch)	leave, abandon	146.0.4.0.1.0	7043.0	20	1752	LEAVE	4		same concept
819	819	tongs (blacksmith's large pliers-like instrument)	tenaille (gros pince de forgeron)	tongs	154.0.10.0.1.0	7505.0	19	272	TONGS	4		
820	820	twice	deux fois	2 times	76.0.1.0.2.0	3800.0	19	1546	TWICE	2		
821	821	roll up (mat)	enrouler (natte)	roll	133.0.4.0.1.0	6634.0	19		???		roll up	
822	822	dagger (short knife worn on hip, used e.g. for slaughtering animals)	poignard (couteau court porté sur la hanche)	dagger	95.0.5.0.1.0	4662.0	19		KNIFE (CLASSIFIER)			
823	823	fold (paper, garment)	plier (papier, vêtement)	fold	133.0.5.0.1.0	6637.0	19	1470	FOLD	4		
824	824	needle (sewing)	aiguille (d'coudre)	needle	144.0.2.0.1.0	6978.0	19	2731	NEEDLE (CLASSIFIER)	4		
825	825	yam (Dioscorea)	igname (Dioscorea)	yam	36.0.6.0.13.0	2147.0	19	410	YAM	4		
827	827	bachelor, unmarried young man	homme célibataire	young man	6.0.5.0.3.0	159.0	19		???		bachelor, unmarried (male)	
828	828	leatherworker (caste, they make leather bags and amulet wallets)	cordonnier (caste, ils fabriquent des sacs et des porte-amulettes en peau)	leatherworker	82.0.8.0.1.0	4115.0	19		???		leatherworker (caste)	
829	829	Ramadan, Muslim fasting month	Ramadan (Carême musulman), mois de jeûne	ramadan	87.0.11.0.5.0	4319.0	19		???		Ramadan	
831	831	week	semaine	week	74.0.1.0.1.0	3764.0	19	1469	WEEK	2		
570	570	transplant (young shoots of millet, rice)	transplanter, répiquer (des pousses de mil, de riz)	transplant	37.0.17.0.2.0	2273.0	20	926		4	transplant	see PLANT
832	832	mosque	mosquée	mosque	54.0.1.0.5.0	2766.0	19	1603	MOSQUE	4		
834	834	also, too	aussi	also, too	177.0.2.0.1.0	8212.0	19		???		too, also	
835	835	night fall(s)	la nuit tombe(r)	night fall	73.0.1.0.2.0	3699.0	19		DUSK			
576	576	rough, coarse (surface)	(surface) rugueux, coriace	rough, coarse	161.0.4.0.1.0	7653.0	20	1923	ROUGH	4		same concept
837	837	staff (stick) with a knob at one end (for walking in the bush or at night)	bâton dont un bout est en forme de pommeau (pour marcher en brousse ou pendant la nuit)	stick, staff	49.0.4.0.1.0	2665.0	19	1233	WALKING STICK	4	staff	
838	838	thigh, upper leg (of person)	cuisse, jambe supérieure (de personne)	thigh	10.0.12.0.10.0	420.0	19	800	THIGH	4		
839	839	neighbor	voisin	neighbor	79.0.5.0.1.0	3998.0	19	1332	NEIGHBOUR	2		
840	840	talk (noun), speech, words	langage, parole, mots	speech, talk, words	102.0.1.0.3.0	5105.0	19	2799	LANGUAGE OR WORD	4		
843	843	alms (given to poor)	aumône (donnée aux pauvres)	alms	87.0.9.0.1.0	4308.0	19		???		alms, donation	
849	849	slide, slip	glisser	slide, slip	149.0.6.0.1.0	7330.0	19	1324	SLIP	2		
593	593	times (with quantifier)	fois (avec quantificateur)	times	76.0.1.0.4.0	3802.0	20	892		4	times	see ONE TIME
856	856	thin plastic bag (used in markets)	sac mince en plastique, caoutchouc (dans les marchés)	plastic bag	43.0.1.0.6.0	2473.0	19		???		sack	
857	857	weep (verb only)	pleurer (verbe seulement)	weep	122.0.8.0.2.0	6132.0	19	1839	CRY	3		
859	859	blunt, not sharp (blade)	(lame) émoussé	blunt	164.0.4.0.1.0	7775.0	19	379	BLUNT	4		
860	860	put a hat on (sb)	mettre un chapeau sur, coiffer (qn)	put on, wear	16.0.16.0.3.0	1158.0	19		???		put hat on	
861	861	pond, pool (any size)	mare, marigot (de toutes dimensions)	pond, pool	58.0.1.0.1.0	3028.0	19	2035	POND	4		
865	865	chop down, cut down (tree, with ax)	abattre (arbre, avec hache)	chop down	137.0.3.0.1.0	6761.0	19	355	CUT DOWN	4		
867	867	old woman	vieille femme	old woman	6.0.8.0.3.0	171.0	19	907	OLD WOMAN	2		
869	869	(sun) set	(soleil) se coucher	set, sunset	59.0.6.0.1.0	3079.0	19	160	SET (HEAVENLY BODIES)	4		
875	875	wet (adjective)	mouillé (pas sec)	wet	162.0.1.0.1.0	7671.0	19	1726	WET	1		
876	876	beside, at the side of (sth)	d'côté de (qch)	beside	66.0.2.0.3.0	3352.0	19	1816	BESIDE	4		
880	880	right (hand, etc.)	(main etc.) droit	right	61.0.5.0.3.0	3160.0	19	1019	RIGHT	4		
881	881	sharp (blade)	(lame) tranchant, affilé	sharp	164.0.1.0.1.0	7759.0	19	1396	SHARP	2		
883	883	corner (external, of house)	angle (de maison)	corner	54.0.9.0.11.0	2820.0	19	192	CORNER	4		
885	885	harvest with knife (noun)	récolte avec couteau	harvest	37.0.22.0.2.0	2311.0	19		CUT			
886	886	once, one time	une fois	1 time, once	76.0.1.0.1.0	3799.0	19	374	ONE TIME	4		
886	886	once, one time	une fois	1 time, once	76.0.1.0.1.0	3799.0	19	2914	ONCE (IN THE PAST)	4		
887	887	Muslim(s)	musulman(s)	muslim	87.0.12.0.10.0	4336.0	19		???		Muslim (person)	
888	888	(group, herd) scatter, disperse	(groupe, troupeau) se disperser, s'éparpiller	scatter, disperse	146.0.21.0.1.0	7135.0	19	2064		4	disperse	
889	889	cut (meat, fabric) with slicing (not chopping) stroke of knife or scissors	couper (viande, tissu) en tirant le couteau ou les ciseaux sur le plan horizontal	cut, slice	137.0.9.0.1.0	6790.0	19	2156	CUT (WITH KNIFE)	4		
890	890	main ceiling beam	bois principal au plafond d'une maison	beam	54.0.17.0.1.0	2858.0	19		BEAM			
633	633	in front of (sth)	devant (qch)	front	66.0.3.0.2.0	3358.0	20	1882	BEFORE	4		difference concepts
891	891	pre-dawn Muslim prayer (5 AM)	prière musulmane avant l'aube (5 h.)	pre-dawn, prayer	73.0.13.0.1.0	3759.0	19		???		Fajr 	
895	895	have a discussion or debate	avoir une discussion ou débat	discussion, debate	102.0.16.0.7.0	5202.0	19		???		discuss	
896	896	go into hiding, hide (oneself)	se cacher	hide	120.0.1.0.1.0	6032.0	19	2485	HIDE (ONESELF)	4		
897	897	key (for traditional lock)	clé (de fermeture traditionnelle)	key	68.0.6.0.1.0	3454.0	19	1472	KEY	4		
898	898	smoke (tobacco)	fumer (tabac)	smoke	51.0.2.0.1.0	2715.0	19	1689	SMOKE (INHALE)	2		
899	899	twilight Muslim prayer	prière musulmane du crépuscule	twilight, prayer	73.0.13.0.4.0	3762.0	19		???		Maghrib 	
900	900	untruth, false statement (lie, exaggeration, or honest mistake)	du faux (mensonge, exagération, ou erreur)	false 	103.0.5.0.3.0	5275.0	19	475	UNTRUTH	4		
901	901	unfold (paper, garment)	déplier (papier, vêtement)	unfold	133.0.5.0.2.0	6638.0	19	1895		4	unfold	
643	643	fruit (of plant)	fruit (d'une plante)	fruit	15.0.15.0.1.0	978.0	20	1507	FRUIT	4		same as child
902	902	steal (sth)	voler (qch)	rob, steal	96.0.4.0.1.0	4761.0	19	713	STEAL	4		
903	903	lemon	citron	lemon	36.0.1.0.7.0	2065.0	19		CITRUS FRUIT			
905	905	emasculate (male animal) by crushing its testicles	émasculer (animal mâle) en lui écrasant les testicules	emasculate	2.0.8.0.4.0	84.0	19		NEUTER			
906	906	pretty, beautiful	joli, beau, belle	pretty, beautiful	169.0.3.0.1.0	7955.0	19	1427	BEAUTIFUL	4		
907	907	file (tool)	lime (instrument)	file	139.0.6.0.2.0	6895.0	19		???		file (verb)	
908	908	butt (sb, with head)	donner un coup de tête d'(qn)	butt	136.0.3.0.1.0	6722.0	19	834		4	butt (verb)	
909	909	tighten (rope, knot)	serrer (corde, nœud)	tighten	67.0.1.0.4.0	3383.0	19	1414		4	tighten	
910	910	or	ou	or	177.0.5.0.1.0	8215.0	19	1014	OR	2		
911	911	easy (work)	(travail) facile	easy	152.0.5.0.1.0	7448.0	19	686	EASY	4		
912	912	grandchild	petit-fils ou petite-fille	grandchild	78.0.7.0.1.0	3875.0	19	1617	GRANDCHILD	2		
913	913	old person	vieille personne	old, elderly	7.0.1.0.1.0	175.0	19	725	OLD PERSON	2		
914	914	untie, set loose (e.g. animal)	délier, lâcher (animal etc.)	untie, loose	125.0.7.0.2.0	6357.0	19	352	UNTIE	4		
915	915	stool (without back)	escabeau, tabouret (sans dos)	stool	54.0.27.0.2.0	2906.0	19	2058	STOOL	4		
916	916	(egg) hatch	(œuf) éclore (se casser)	hatch	5.0.6.0.2.0	147.0	19		???		hatch (verb)	
917	917	widow (not yet remarried)	veuve (pas encore remariée)	widow	9.0.15.0.1.0	293.0	19	1756	WIDOW	4		
918	918	jab (sth) with a pointed instrument	piquer (qch) avec un objet pointu	jab	143.0.1.0.4.0	6956.0	19		???		jab	
919	919	twenty	vingt	20.0	109.0.3.0.2.0	5388.0	19	1710	TWENTY	2		
676	676	(man) marry (woman)	(homme) épouser (femme)	marry	91.0.1.0.1.0	4443.0	20	203	MARRY	4		same as tie
920	920	baobab tree	arbre de baobab	tree	15.0.1.0.1.0	860.0	19	997	BAOBAB TREE	2		
921	921	male circumcision	circoncision masculine	circumcision	90.0.1.0.1.0	4432.0	19		CIRCUMCISION			
924	924	send (package, letter, or money, to sb)	envoyer (colis, lettre, ou argent, d'qn)	send	147.0.5.0.2.0	7256.0	19	1127	SEND	4		
926	926	stretch out, extend (e.g. hand)	tendre (la main, etc.)	stretch, extend	167.0.2.0.1.0	7848.0	19		???		STRETCH (body)	
685	685	how much?, how many?	combien?	how much?, how many?	104.0.8.0.1.0	5296.0	20	822	HOW MANY	4		same concept
687	687	(2Sg subject pronominal)	(marque de sujet 2Sg)	2Sg subject	179.0.2.0.5.0	9606.0	20		YOU			sg
927	927	religion, Islam	religion, islam	religion	87.0.1.0.1.0	4246.0	19	661	RELIGION	4		
928	928	wall (of house)	mur (d'une maison)	wall	54.0.9.0.4.0	2813.0	19	933	WALL (OF HOUSE)	4		
929	929	(water jar, roof, sack, pocket) leak	(canari, toit, sac, poche) suinter, ê. troué de sorte que le contenu sort	leak	54.0.19.0.1.0	2871.0	19	769		4	leak	
931	931	limp, walk with a limp	boiter	limp	146.0.32.0.1.0	7220.0	19	366	LIMP	4		
932	932	unlock (e.g. door, house)	déboucler, ouvrir (porte ou maison fermée d'clé)	unlock	68.0.4.0.2.0	3447.0	19	1252		4	unlock	
934	934	cramped, confined (space)	(espace) coincé, resserré, d'l'étroit	cramped, confined	67.0.4.0.1.0	3405.0	19		???		tight, cramped, close	
935	935	thirty	trente	30.0	109.0.3.0.3.0	5389.0	19	1715	THIRTY	2		
936	936	help (sb)	aider (qn)	help	80.0.4.0.1.0	4021.0	19	1897	HELP	4		
938	938	go back, return	retourner	return, go back	146.0.3.0.2.0	7037.0	19	581	COME BACK	4		
939	939	accompany (sb, to the door or street)	raccompagner, ¬´ pousser ¬ª (qn, d'la porte ou d'la rue)	accompany	80.0.2.0.1.0	4007.0	19	1542	ACCOMPANY	4		
940	940	north	nord	north	61.0.1.0.3.0	3144.0	19	1598	NORTH	2		
942	942	pardon, forgive (sb)	pardonner (qn)	pardon	102.0.18.0.5.0	5221.0	19	1528	FORGIVE	4		
945	945	noble, freeborn person	noble (non esclave)	noble, freeborn	85.0.2.0.1.0	4171.0	19	482	NOBLE	4		
946	946	have a dream	rêver, avoir un rêve	dream	142.0.3.0.1.0	6933.0	19		DREAMING OR DREAM			
948	948	dense forest, thicket	forêt dense, fourré	forest	57.0.9.0.1.0	2994.0	19		FOREST			
949	949	long ago, in the old days	jadis, il y a longtemps, dans le temps	long ago	71.0.4.0.1.0	3627.0	19	373	LONG AGO	4		
952	952	padlock	cadenas	lock, padlock	68.0.5.0.6.0	3453.0	19	336	PADLOCK	4		
953	953	sixty	soixante	60.0	109.0.3.0.6.0	5392.0	19	1718	SIXTY	2		
954	954	forty	quarante	40.0	109.0.3.0.4.0	5390.0	19	1716	FORTY	2		
956	956	gnaw, chew on (bone)	ronger (os)	gnaw, chew	25.0.1.0.7.0	1545.0	19	2706	GNAW	4		
957	957	squeeze (e.g. arm) with one's hand	serrer (bras etc.) avec le bras	squeeze	130.0.3.0.1.0	6526.0	19		SQUEEZE			
958	958	do work	faire du travail	work	152.0.2.0.1.0	7438.0	19		WORK (ACTIVITY)			
959	959	(meal) be cooked, be done	(repas) devenir cuit	cooked, done	31.0.1.0.22.0	1887.0	19	269	COOKED	4		
960	960	host, lodger	logeur	host, lodger	83.0.4.0.1.0	4127.0	19	1545	HOST	4		
962	962	put (sth) up on (sth)	poser (qch) sur (qch)	put up	61.0.6.0.8.0	3168.0	19		???		stack	
964	964	chase away, drive out	chasser, faire fuir	chase	146.0.24.0.1.0	7144.0	19	30		4	chase away	
965	965	speak, talk, do some talking (verb plus noun)	parler (verbe plus substantif)	speak, tell, say	102.0.1.0.1.0	5103.0	19	2708	TALK	4		
967	967	build (house)	construire (maison)	build	54.0.25.0.1.0	2896.0	19	1840	BUILD	2		
969	969	toss (water) from wet hand with active gesture	jeter (eau) d'une main mouillé d'un geste actif	sprinkle	47.0.2.0.3.0	2560.0	19		???		sprinkle	
970	970	heaven	paradis	heaven	87.0.14.0.2.0	4348.0	19	1565	HEAVEN	2		
971	971	trigger (of gun)	détente, gâchette (de fusil)	trigger	95.0.19.0.1.0	4730.0	19		???		trigger (noun)	
972	972	be fasting (e.g. in Ramadan), fast (verb)	jeûner, faire le jeûne (de Carême)	fasting	25.0.13.0.2.0	1599.0	19	303	ABSTAIN FROM FOOD	3		
975	975	wood-chopping ax (handle with large bulge at end with a hole into which the pin on the back of blade is inserted, for both hands)	hache d'couper le bois (manche d'bout gonflé avec un trou ou s'insère la pointe de l'arrière de la lame, pour les deux mains)	ax (pinned)	145.0.7.0.2.0	7005.0	19		AXE (CLASSIFIER)			
976	976	evening Muslim prayer (8 PM)	prière musulmane du soir (20 h.)	evening, prayer	73.0.13.0.5.0	3763.0	19		???		Isha 	
979	979	eat (soft fruit, e.g. ripe mango)	manger (fruit mou, par ex. mangue mûre)	eat	25.0.1.0.4.0	1542.0	19	2787	CONSUME (DRINK OR EAT)	4		
980	980	(1Sg independent pronoun)	(pronom indépendant 1Sg)	1Sg	179.0.1.0.1.0	9590.0	19		???		I	
982	982	third (ordinal)	troisième	3rd	110.0.2.0.2.0	5417.0	19	1859	THIRD	2		
983	983	traditional healer (using herbs and spells)	guérisseur traditionnel (qui utilise des plantes et des versets)	healer	98.0.33.0.2.0	5010.0	19		SHAMAN, FOLK HEALER			
984	984	cave (hole or horizontal fracture in cliff)	grotte (trou ou fracture horizontale dans une falaise)	cave	70.0.1.0.1.0	3581.0	19	1155	CAVE	4		
985	985	(sb) drown	(qn) se noyer	drown	58.0.8.0.1.0	3055.0	19	1904	DROWN	4		
986	986	stream, small river	fleuve, rivière	river, stream	58.0.2.0.1.0	3033.0	19	947	STREAM	4		
