ID	CONCEPT	CONCEPT_FRENCH	DOCULECT	DOCULECT_NAME_IN_SOURCE	IPA	FORM	SEGMENTS	CONCEPT_ABBREVIATED	CONCEPT_FRENCH_ABBREVIATED	SEMANTIC_FIELD	SEMANTIC_FIELD_FRENCH	CONCEPTICON_ID	CONCEPTICON_GLOSS	IPA2	ALIGNMENT
696	river; pond; irrigation ditch	rivière; mare; fossé d'irrigation	Bangime		ɡúwó							666	RIVER	ɡ u ⁵ w o ⁵	ɡ u ⁵ w o ⁵
698	age, long life	âge, longévité	Bangime		ɡwìì							1789	AGE	ɡ w iː ¹	ɡ w iː ¹
700	need	besoin	Bangime		hààʤɛ́							643	NEED (NOUN)	h aː ¹ dʒ ɛ ⁵	h aː ¹ dʒ ɛ ⁵
701	amazement, wonder	étonnement, merveille	Bangime		hàjndɛ́							1572	SURPRISED	h a ¹ dʒ n d ɛ ⁵	h a ¹ dʒ n d ɛ ⁵
707	freeborn person, noble (not slave or of caste)	personne noble (ni esclave ni de caste)	Bangime		hɔ̄ɔ̄rɔ̀							482	NOBLE	h ɔː ³ r ɔ ¹	h ɔː ³ r ɔ ¹
710	young woman	jeune femme	Bangime		jáá-pùjɛ̀							1646	GIRL	dʒ aː ⁵ + p u ¹ dʒ ɛ ¹	- - - dʒ aː ⁵ + p u ¹ dʒ ɛ ¹
711	child	enfant	Bangime		jáá-mbɛ̀							2099	CHILD	dʒ aː ⁵ + m b ɛ ¹	dʒ aː ⁵ + m b ɛ ¹
714	onion	oignon	Bangime		jāɡàɛ̀ɛ̀							2366	ONION	dʒ a ³ ɡ a ¹ ɛː ¹	dʒ a ³ ɡ a ¹ ɛː ¹
715	crowd	foule	Bangime		jámbā							2023	CROWD	dʒ a ⁵ m b a ³	dʒ a ⁵ m b a ³
716	shed, stall, palaver shed	hangar	Bangime		jàŋà							851	STABLE	dʒ a ¹ ŋ a ¹	dʒ a ¹ ŋ a ¹
717	shout (n)	cri	Bangime		jèrè							715	SHOUT	dʒ e ¹ r e ¹	dʒ e ¹ r e ¹
719	road, path	chemin	Bangime		jɛ̀mbɛ̀							2457	PATH OR ROAD	dʒ ɛ ¹ m b ɛ ¹	dʒ ɛ ¹ m b ɛ ¹
723	person	personne	Bangime		jìbɛ̀							683	PERSON	dʒ i ¹ b ɛ ¹	dʒ i ¹ b ɛ ¹
724	chameleon	caméléon	Bangime		jíɡí-jáɡájɛ̀							1555	CHAMELEON	dʒ i ⁵ ɡ i ⁵ + dʒ a ⁵ ɡ a ⁵ dʒ ɛ ¹	dʒ i ⁵ ɡ i ⁵ + dʒ a ⁵ ɡ a ⁵ dʒ ɛ ¹
725	pocket	poche	Bangime		jīī-bɛ̀							1851	POCKET	dʒ iː ³³ + b ɛ ¹	dʒ iː ³³ + b ɛ ¹
727	rainbow	arc-en-ciel	Bangime		jìì-kɔ́ɔ́rɛ̀							1733	RAINBOW	dʒ iː ¹ + k ɔː ⁵ r ɛ ¹	dʒ iː ¹ + k ɔː ⁵ r ɛ ¹
729	visitor, guest	étranger, invité	Bangime		jīī-tūwⁿɔ̀								!GUEST OR STRANGER	dʒ iː ³³ + t u ³ w̃ ∼ ɔ ¹	dʒ iː ³³ + t u ³ w̃ ∼ ɔ ¹
730	night	nuit	Bangime		jììjè							1233	NIGHT	dʒ iː ¹ dʒ e ¹	dʒ iː ¹ dʒ e ¹
731	evening meal, supper	repas du soir, dîner	Bangime		jììjē-hùⁿ-pɔ́wⁿ							1833	DINNER (SUPPER)	dʒ iː ¹ dʒ e ³ + h ũ ∼ ¹ + p ɔ ⁵ w̃ ∼	dʒ iː ¹ dʒ e ³ + h ũ ∼ ¹ + p ɔ ⁵ w̃ ∼
733	honey	miel	Bangime		jījɛ̀							942	HONEY	dʒ i ³ dʒ ɛ ¹	dʒ i ³ dʒ ɛ ¹
734	smoke, steam	fumée, vapeur	Bangime		jìjɛ̀ (1)							1193	STEAM	dʒ i ¹ dʒ ɛ ¹ #	dʒ i ¹ dʒ ɛ ¹ #
737	blood	sang	Bangime		jījì							946	BLOOD	dʒ i ³ dʒ i ¹	dʒ i ³ dʒ i ¹
738	root	racine	Bangime		jíjíì							670	ROOT	dʒ i ⁵ dʒ iː ⁵¹	dʒ i ⁵ dʒ iː ⁵¹
742	animal	animal	Bangime		jíríbɛ̀							619	ANIMAL	dʒ i ⁵ r i ⁵ b ɛ ¹	dʒ i ⁵ r i ⁵ b ɛ ¹
746	penis	sexe de l'homme	Bangime		jómbórò							1222	PENIS	dʒ o ⁵ m b o ⁵ r o ¹	dʒ o ⁵ m b o ⁵ r o ¹
748	comb (of rooster); ridge or ball-shaped tuft of hair in some coiffures (e.g. mohawk)	crête (d'un coq); crête ou boule de cheveux en haut de certaines coiffures	Bangime		jɔ̀mbɔ̀							188	COMB OF BIRD	dʒ ɔ ¹ m b ɔ ¹	dʒ ɔ ¹ m b ɔ ¹
751	sorceror	sorcier	Bangime		jɔ́wⁿ-tjɛ̀ɛ̀ⁿ							823	SORCERER	dʒ ɔ ⁵ w̃ ∼ + t dʒ ɛ̃ː ∼ ¹	dʒ ɔ ⁵ w̃ ∼ + t dʒ ɛ̃ː ∼ ¹
753	fly (n)	mouche	Bangime		jùrì							1504	FLY (INSECT)	dʒ u ¹ r i ¹	dʒ u ¹ r i ¹
754	dance (n)	danse	Bangime		jūwⁿɔ̀								DANCE (N.)	dʒ u ³ w̃ ∼ ɔ ¹	dʒ u ³ w̃ ∼ ɔ ¹
758	old person; parent(s); ancestor(s)	vieille personne; parent(s) (père, mère); ancêtre(s)	Bangime		kāàⁿ							1669	ANCESTORS	k ã: ∼ ³¹	k ã: ∼ ³¹
766	tweezers (for removing splinters), tongs (of blacksmith)	pinces (pour enlever les échardes); pinces (du forgeron)	Bangime		kámbá-rà							272	TONGS	k a ⁵ m b a ⁵ + r a ¹	k a ⁵ m b a ⁵ + r a ¹
768	husband	mari	Bangime		kàndè							1200	HUSBAND	k a ¹ n d e ¹	k a ¹ n d e ¹
774	gold	or	Bangime		kàŋŋɛ̀							1369	GOLD	k a ¹ ŋ ŋ ɛ ¹	k a ¹ ŋ ŋ ɛ ¹
779	jail	prison, cachot	Bangime		kàsó							1281	PRISON	k a ¹ s o ⁵	k a ¹ s o ⁵
782	lower jaw	mâchoire inférieure	Bangime		kāwⁿɔ̀							798	JAW	k a ³ w̃ ∼ ɔ ¹	k a ³ w̃ ∼ ɔ ¹
786	silence, quiet (n)	silence	Bangime		kéré-kérè							1314	QUIET	k e ⁵ r e ⁵ + k e ⁵ r e ¹	k e ⁵ r e ⁵ + k e ⁵ r e ¹
789	thing; (plural also:) gear, baggage	chose; (au pluriel aussi) bagage, matériel	Bangime		kɛ́							738	THING	k ɛ ⁵	k ɛ ⁵
793	cheek	joue	Bangime		kɛ̄ɛ̀ⁿ (1)							1730	CHEEK	k ɛ ³ ɛ̃ ∼ ¹ #	k ɛ ³ ɛ̃ ∼ ¹ #
795	mat	natte	Bangime		kɛ̀ɡɛ̀rɛ̀							195	MAT	k ɛ ¹ ɡ ɛ ¹ r ɛ ¹	k ɛ ¹ ɡ ɛ ¹ r ɛ ¹
797	snake (any)	serpent (tout)	Bangime		kɛ́r(ɛ́)-ń-dɛ́-kɛ̀							730	SNAKE	k ɛ ⁵ r ɛ ⁵ + n ⁵ + d ɛ ⁵ + k ɛ ¹	k ɛ ⁵ r ɛ ⁵ + n ⁵ + d ɛ ⁵ + k ɛ ¹
798	side	côté	Bangime		kɛ̀rɛ̀							682	SIDE	k ɛ ¹ r ɛ ¹	k ɛ ¹ r ɛ ¹
803	branch	branche	Bangime		kììjɛ̀(ɛ̀)							1531	BRANCH	k iː ¹ dʒ ɛ ¹ ɛ ¹	k iː ¹ dʒ ɛ ¹ ɛ ¹
805	boat (skiff)	pirogue	Bangime		kīìⁿ							1844	BOAT	k ĩː ∼ ³¹	k ĩː ∼ ³¹
806	lion	lion	Bangime		kìjɛ̀ (1)							1386	LION	k i ¹ dʒ ɛ ¹ #	k i ¹ dʒ ɛ ¹ #
810	piece (of sth)	morceau (de qch)	Bangime		kímbō							594	PIECE	k i ⁵ m b o ³	k i ⁵ m b o ³
814	skin	peau	Bangime		kìŋɡɛ̀ (1)							763	SKIN	k i ¹ ŋ ɡ ɛ ¹ #	k i ¹ ŋ ɡ ɛ ¹ #
821	doorway	porte (passage)	Bangime		kò-nɔ̀wⁿ							80	DOORPOST	k o ¹ + n ɔ ¹ w̃ ∼	k o ¹ + n ɔ ¹ w̃ ∼
823	shell (carapace of tortoise)	carapace (de tortue)	Bangime		kómbē (1)							598	SHELL	k o ⁵ m b e ³ #	k o ⁵ m b e ³ #
825	armpit (where baby is picked up)	aisselle (où on prend un bébé)	Bangime		kōmpàà							1886	ARMPIT	k o ³ m p aː ¹	k o ³ m p aː ¹
827	fight (n), war	lutte, guerre	Bangime		kóré							1423	FIGHT	k o ⁵ r e ⁵	k o ⁵ r e ⁵
828	belly	ventre	Bangime		kòrè							1251	BELLY	k o ¹ r e ¹	k o ¹ r e ¹
830	interior, inside(s)	intérieur	Bangime		kōrò							1606	INSIDE	k o ³ r o ¹	k o ³ r o ¹
831	donkey	âne	Bangime		kóróŋɡò							1862	DONKEY	k o ⁵ r o ⁵ ŋ ɡ o ¹	k o ⁵ r o ⁵ ŋ ɡ o ¹
838	shoes	chaussures	Bangime		kɔ̀kɛ̀							1381	SHOE	k ɔ ¹ k ɛ ¹	k ɔ ¹ k ɛ ¹ - - -
839	parrot	perroquet	Bangime		kɔ̄kɛ̀ (1)							882	PARROT	k ɔ ³ k ɛ ¹ #	k ɔ ³ k ɛ ¹ #
843	slave	esclave	Bangime		kɔ̀mɛ̀							812	SLAVE	k ɔ ¹ m ɛ ¹	k ɔ ¹ m ɛ ¹
845	afternoon	après-midi	Bangime		kɔ̄mpè							1807	AFTERNOON	k ɔ ³ m p e ¹	k ɔ ³ m p e ¹
854	wall	mur	Bangime		kɔ́rⁿɔ́							933	WALL (OF HOUSE)	k ɔ ⁵ r̃ ∼ ɔ ⁵	k ɔ ⁵ r̃ ∼ ɔ ⁵
858	shin (tibia)	tibia	Bangime		kɔ̀rɔ̀ (3)							186	SHIN	k ɔ ¹ r ɔ ¹ #	k ɔ ¹ r ɔ ¹ #
859	resin, tree gum, gum arabic	gomme d'arbre, gomme arabique	Bangime		kɔ̀rɔ̀-ǹ-dɔ̀mbɔ̀							664	RESIN	k ɔ ¹ r ɔ ¹ + n ¹ + d ɔ ¹ m b ɔ ¹	k ɔ ¹ r ɔ ¹ + n ¹ + d ɔ ¹ m b ɔ ¹
861	hip	hanche	Bangime		kù(ù)ⁿ							1745	HIP	k u ¹ u ¹ ∼	k u ¹ u ¹ ∼
862	egg	œuf	Bangime		kú(ú)ⁿ (1)							744	EGG	k u ⁵ u ⁵ ∼ #	k u ⁵ u ⁵ ∼ #
863	market	marché	Bangime		kú(ú)ⁿ (2)							633	MARKET	k u ⁵ u ⁵ ∼ #	k u ⁵ u ⁵ ∼ #
866	scales (of fish or snake)	écailles	Bangime		kūjɛ̀							266	SCALE	k u ³ dʒ ɛ ¹	k u ³ dʒ ɛ ¹
868	roof	toit	Bangime		kùmbè							769	ROOF	k u ¹ m b e ¹	k u ¹ m b e ¹
869	a walk (stroll)	promenade	Bangime		kūmbò								!STROLL	k u ³ m b o ¹	k u ³ m b o ¹
870	tortoise	tortue	Bangime		kūmɛ̀							895	TORTOISE	k u ³ m ɛ ¹	k u ³ m ɛ ¹
874	stool	escabeau	Bangime		kùndùɛ̀ɛ̀							2058	STOOL	k u ¹ n d u ¹ ɛː ¹	k u ¹ n d u ¹ ɛː ¹
876	kidney	rein, rognon	Bangime		kùŋkúyⁿɛ̀							489	KIDNEY	k u ¹ ŋ k u ⁵ j ∼ ɛ ¹	k u ¹ ŋ k u ⁵ j ∼ ɛ ¹
877	dog	chien	Bangime		kùrɛ̀ɛ̀							2009	DOG	k u ¹ r ɛː ¹	k u ¹ r ɛː ¹
879	dust	poussière	Bangime		kúrí							2	DUST	k u ⁵ r i ⁵	k u ⁵ r i ⁵
881	hump (on back of cow or camel), curved back (of person)	bosse (au dos d'une vache ou d'un chameau), dos courbé (d'une personne)	Bangime		kùrì (2)							534	HUMP	k u ¹ r i ¹ #	k u ¹ r i ¹ #
885	ladle; spoon	louche; cuiller	Bangime		kūrū-bà							1378	SPOON	k u ³ r u ³ + b a ¹	k u ³ r u ³ + b a ¹
886	intestines	intestin	Bangime		kūrū-bɛ̀ (1)							1991	INTESTINES	k u ³ r u ³ + b ɛ ¹ #	k u ³ r u ³ + b ɛ ¹ #
888	stomach; rumen (of livestock animal)	estomac; gros estomac (de ruminant)	Bangime		kūrū-bɛ̄-bōɡò							1334	GUTS	k u ³ r u ³ + b ɛ ³ + b o ³ ɡ o ¹	k u ³ r u ³ + b ɛ ³ + b o ³ ɡ o ¹
890	wedding	noces	Bangime		kùtúú							1259	WEDDING	k u ¹ t uː ⁵	k u ¹ t uː ⁵
891	yam (Dioscorea, commercialized)	igname (Dioscorea, commercialisée)	Bangime		kùù							410	YAM	k uː ¹	k uː ¹
894	calabash	calebasse	Bangime		kūɥɛ̀ (1)							411	GOURD	k u ³ ɥ ɛ ¹ #	k u ³ ɥ ɛ ¹ #
895	shell (of nut); bark (of tree)	coque (de noix); écorce	Bangime		kūɥɛ̀ (2)								!BARK OR SHELL	k u ³ ɥ ɛ ¹ #	k u ³ ɥ ɛ ¹ #
896	pestle	pilon	Bangime		kùwⁿɛ̀ɛ̀							225	PESTLE	k u ¹ w̃ ∼ ɛː ¹	k u ¹ w̃ ∼ ɛː ¹
897	digit (finger, toe)	doigt ou orteil	Bangime		kūwⁿɛ̀ɛ̀							1896	FINGERNAIL OR TOENAIL	k u ³ w̃ ∼ ɛː ¹	k u ³ w̃ ∼ ɛː ¹
898	sickle	faucille	Bangime		kúwⁿɔ́							341	SICKLE	k u ⁵ w̃ ∼ ɔ ⁵	k u ⁵ w̃ ∼ ɔ ⁵
899	shoulder; wing	épaule; aile	Bangime		kúwó								!SHOULDER OR WING	k u ⁵ w o ⁵	k u ⁵ w o ⁵
900	house	maison	Bangime		kūwò							1252	HOUSE	k u ³ w o ¹	k u ³ w o ¹
906	neck	cou	Bangime		kwāà (1)							1333	NECK	k w aː ³¹ #	k w aː ³¹ #
907	voice	voix	Bangime		kwāà (2)							1363	VOICE	k w aː ³¹ #	k w aː ³¹ #
914	hair	cheveux	Bangime		kwìì							1040	HAIR	k w iː ¹	k w iː ¹
915	blanket	couverture (pour dormir)	Bangime		kwīī-sɔ̄ẁⁿ							806	BLANKET	k w iː ³³ + s ɔ ³ w̃ ∼ ¹	k w iː ³³ + s ɔ ³ w̃ ∼ ¹
919	liana (Tinospora)	liane (Tinospora)	Bangime		kwóó-(ⁿ)-jíjíí							2388	LIANA	k w oː ⁵ + ∼ + dʒ i ⁵ dʒ iː ⁵	k w oː ⁵ + ∼ + dʒ i ⁵ dʒ iː ⁵
921	beetle, bug	coléoptère, punaise	Bangime		kwóómbɛ̀							620	INSECT	k w oː ⁵ m b ɛ ¹	k w oː ⁵ m b ɛ ¹
926	(modern) lamp	lampe (moderne)	Bangime		làmpá							625	LAMP	l a ¹ m p a ⁵	l a ¹ m p a ⁵
927	tax	impôt	Bangime		làmpó							873	TAX	l a ¹ m p o ⁵	l a ¹ m p o ⁵
932	bell (for donkey etc.)	cloche (pour l'âne etc.)	Bangime		lèŋɡúrú							2246	BELL	l e ¹ ŋ ɡ u ⁵ r u ⁵	l e ¹ ŋ ɡ u ⁵ r u ⁵
938	okra	gombo	Bangime		mààjí							1737	OKRA	m aː ¹ dʒ i ⁵	m aː ¹ dʒ i ⁵
941	plastic	plastique, cautchouc	Bangime		mànà							654	PLASTIC	m a ¹ n a ¹	m a ¹ n a ¹
943	papaya	papaye	Bangime		mànʤó							2445	PAPAYA	m a ¹ n dʒ o ⁵	m a ¹ n dʒ o ⁵
947	mango	mangue	Bangime		màŋɡó-ró							2398	MANGO	m a ¹ ŋ ɡ o ⁵ + r o ⁵	m a ¹ ŋ ɡ o ⁵ + r o ⁵
949	devil, djinn	djinn, diable	Bangime		márá-ɡà-jɛ̀							1973	DEMON	m a ⁵ r a ⁵ + ɡ a ¹ + dʒ ɛ ¹	m a ⁵ r a ⁵ + ɡ a ¹ + dʒ ɛ ¹
951	bull (uncastrated)	taureau (non castré)	Bangime		màrⁿà							1008	BULL	m a ¹ r̃ ∼ a ¹	m a ¹ r̃ ∼ a ¹
952	hammer	marteau	Bangime		màrtó							1481	HAMMER	m a ¹ r t o ⁵	m a ¹ r t o ⁵
953	scissors	ciseaux	Bangime		mɛ̀sɛ̀-kɛ̀rɛ̀							356	SHEARS	m ɛ ¹ s ɛ ¹ + k ɛ ¹ r ɛ ¹	m ɛ ¹ s ɛ ¹ + k ɛ ¹ r ɛ ¹
954	dew	rosée	Bangime		mììŋɡá							1977	DEW	m iː ¹ ŋ ɡ a ⁵	m iː ¹ ŋ ɡ a ⁵
955	mosque	mosquée	Bangime		míírù							1603	MOSQUE	m iː ⁵ r u ¹	m iː ⁵ r u ¹
958	caterpillar, larva, grub	chenille, larve	Bangime		míndī							2247	CATERPILLAR	m i ⁵ n d i ³	m i ⁵ n d i ³
961	place	lieu	Bangime		mírⁿà							723	PLACE (POSITION)	m i ⁵ r̃ ∼ a ¹	m i ⁵ r̃ ∼ a ¹
962	door (physical object)	battant de porte	Bangime		mìrⁿà (1)							1567	DOOR	m i ¹ r̃ ∼ a ¹ #	m i ¹ r̃ ∼ a ¹ #
966	(man-made) apiary (hollowed out log, in trees)	ruche (en bois creux, dans les arbres)	Bangime		míró-ḿ-páɡà								!APIARY	m i ⁵ r o ⁵ + m ⁵ + p a ⁵ ɡ a ¹	m i ⁵ r o ⁵ + m ⁵ + p a ⁵ ɡ a ¹
967	vehicle (four or more wheels), car, bus, truck	voiture (quatre roux), car, camion	Bangime		mòbé							2167	VEHICLE (CLASSIFIER)	m o ¹ b e ⁵	m o ¹ b e ⁵
968	motorcycle	moto	Bangime		mòtó(ó)							638	MOTORCYCLE	m o ¹ t o ⁵ o ⁵	m o ¹ t o ⁵ o ⁵
972	hunger	faim	Bangime		mūjⁿɛ̀							1864	HUNGER	m u ³ j̃ ∼ ɛ ¹	m u ³ j̃ ∼ ɛ ¹
973	torch (for removing bees from apiary)	flambeau (sert à chasser les abeilles de la ruche)	Bangime		mùndɛ̀							1919	TORCH	m u ¹ n d ɛ ¹	m u ¹ n d ɛ ¹
975	sugar cane	canne à sucre	Bangime		mùrè							146	SUGAR CANE	m u ¹ r e ¹	m u ¹ r e ¹
979	manure (used as fertilizer)	fumier	Bangime		mūùⁿ							676	SHIT (DEFECATE)	m ũː ∼ ¹⁵	m ũː ∼ ¹⁵
982	the bush	la brousse	Bangime		náà							1683	BUSH	n a: ⁵¹	n a: ⁵¹
983	cow	vache	Bangime		nàà							1007	COW	n aː ¹	n aː ¹
984	gazelle	biche, gazelle	Bangime		náá-ḿ-bííⁿ							5	GAZELLE	n aː ⁵ + m ⁵ + b ĩː ∼ ⁵	n aː ⁵ + m ⁵ + b ĩː ∼ ⁵
987	buffalo	buffle	Bangime		náá-ń-nàà							934	BUFFALO	n aː ⁵ + n ⁵ + n aː ¹	n aː ⁵ + n ⁵ + n aː ¹
988	banana	banane	Bangime		nàmàsá							868	BANANA	n a ¹ m a ¹ s a ⁵	n a ¹ m a ¹ s a ⁵
992	host (of a lodger)	logeur	Bangime		nʤààtìɡì							1545	HOST	n dʒ aː ¹ t i ¹ ɡ i ¹	n dʒ aː ¹ t i ¹ ɡ i ¹
993	uncle	oncle	Bangime		nèrè							1327	UNCLE	n e ¹ r e ¹	n e ¹ r e ¹
996	hand	main	Bangime		nìì							1277	HAND	n iː ¹	n iː ¹
997	name	nom	Bangime		nīì							1405	NAME	n iː ³¹	n iː ³¹
999	elbow	coude	Bangime		nìī-ŋ̄-kùmbɛ̀							981	ELBOW	n i ¹ i ³ + ŋ ³ + k u ¹ m b ɛ ¹	n i ¹ i ³ + ŋ ³ + k u ¹ m b ɛ ¹
1000	finger	doigt	Bangime		nìī-ŋ̄-kūwⁿɛ̀ɛ̀							1303	FINGER	n i ¹ i ³ + ŋ ³ + k u ³ w̃ ∼ ɛː ¹	n i ¹ i ³ + ŋ ³ + k u ³ w̃ ∼ ɛː ¹
1001	rainy season	hivernage, saison pluvieuse	Bangime		nìjè							453	RAINY SEASON	n i ¹ dʒ e ¹	n i ¹ dʒ e ¹
1002	milk	lait	Bangime		níjɛ́							635	MILK	n i ⁵ dʒ ɛ ⁵	n i ⁵ dʒ ɛ ⁵
1003	sun	soleil	Bangime		nìjɛ̀ (1)							1343	SUN	n i ¹ dʒ ɛ ¹ #	n i ¹ dʒ ɛ ¹ #
1004	day	jour	Bangime		nìjɛ̀ (2)							1225	DAY (NOT NIGHT)	n i ¹ dʒ ɛ ¹ #	n i ¹ dʒ ɛ ¹ #
1005	mid-day meal, lunch	repas de midi, déjeuner	Bangime		nìjɛ̄-hùⁿ-pɔ́wⁿ							768	LUNCH	n i ¹ dʒ ɛ ³ + h ũ ∼ ¹ + p ɔ ⁵ w̃ ∼	n i ¹ dʒ ɛ ³ + h ũ ∼ ¹ + p ɔ ⁵ w̃ ∼
1007	tongue	langue (corps)	Bangime		nɔ̄-n̄-ʤɛ̀ (1)							1205	TONGUE	n ɔ ³ + n ³ + dʒ ɛ ¹ #	n ɔ ³ + n ³ + dʒ ɛ ¹ #
1008	spittle	crachat	Bangime		nɔ̄-n̄-ʤɛ̀ (2)							1503	SALIVA	n ɔ ³ + n ³ + dʒ ɛ ¹ #	n ɔ ³ + n ³ + dʒ ɛ ¹ #
1009	yawn (n)	baîllement	Bangime		nɔ́-ŋááẁ							1028	YAWN	n ɔ ⁵ + ŋ aː ⁵ w ¹	n ɔ ⁵ + ŋ aː ⁵ w ¹
1010	tooth	dent	Bangime		nɔ̄-sìⁿ							1380	TOOTH	n ɔ ³ + s ĩ ∼ ¹	n ɔ ³ + s ĩ ∼ ¹
1011	scorpion	scorpion	Bangime		nɔ́mbɛ̄							1538	SCORPION	n ɔ ⁵ m b ɛ ³	n ɔ ⁵ m b ɛ ³
1013	body	corps	Bangime		nɔ́ɔ́-ndɛ́							1480	BODY	n ɔː ⁵ + n d ɛ ⁵	n ɔː ⁵ + n d ɛ ⁵
1014	bone	os	Bangime		nɔ̀rɛ̀							1394	BONE	n ɔ ¹ r ɛ ¹	n ɔ ¹ r ɛ ¹
1015	mouth; edge	bouche; bord	Bangime		nɔ̀wⁿ (1)							674	MOUTH	n ɔ ¹ w̃ ∼ #	n ɔ ¹ w̃ ∼ #
1016	noise	bruit	Bangime		nɔ̀wⁿ (2)							1182	NOISE	n ɔ ¹ w̃ ∼ #	n ɔ ¹ w̃ ∼ #
1017	cotton	coton	Bangime		nūɡò							1850	COTTON	n u ³ ɡ o ¹	n u ³ ɡ o ¹
1018	vagina	vagin	Bangime		númbɛ́							1836	VAGINA	n u ⁵ m b ɛ ⁵	n u ⁵ m b ɛ ⁵
1021	ginger	gingembre	Bangime		ɲàmàkù							2500	GINGER	ɲ a ¹ m a ¹ k u ¹	ɲ a ¹ m a ¹ k u ¹
1023	soul, vital spirit (of the living)	âme, esprit vital (d'un vivant)	Bangime		ɲāŋɡò							53	SPIRIT	ɲ a ³ ŋ ɡ o ¹	ɲ a ³ ŋ ɡ o ¹
1027	sand	sable	Bangime		ɲíímbɛ̀							671	SAND	ɲ iː ⁵ m b ɛ ¹	ɲ iː ⁵ m b ɛ ¹
1028	charcoal	charbon	Bangime		ɲììmbɛ́							1188	CHARCOAL	ɲ iː ¹ m b ɛ ⁵	ɲ iː ¹ m b ɛ ⁵
1031	camel	chameau	Bangime		ɲɔ̀ŋɔ̀mɛ́							1871	CAMEL	ɲ ɔ ¹ ŋ ɔ ¹ m ɛ ⁵	ɲ ɔ ¹ ŋ ɔ ¹ m ɛ ⁵
1032	fat (n)	graisse	Bangime		ɲùwⁿɛ̀							323	FAT (ORGANIC SUBSTANCE)	ɲ u ¹ w̃ ∼ ɛ ¹	ɲ u ¹ w̃ ∼ ɛ ¹
1033	tamarind	tamarin	Bangime		ŋàà							35	TAMARIND	ŋ aː ¹	ŋ aː ¹
1036	shepherd	berger (de moutons)	Bangime		ŋámbá-rá-ḿ-búwɔ̀							2544	SHEPHERD	ŋ a ⁵ m b a ⁵ + r a ⁵ + m ⁵ + b u ⁵ w ɔ ¹	ŋ a ⁵ m b a ⁵ + r a ⁵ + m ⁵ + b u ⁵ w ɔ ¹
1038	sheep	mouton	Bangime		ŋámbárà							1331	SHEEP	ŋ a ⁵ m b a ⁵ r a ¹	ŋ a ⁵ m b a ⁵ r a ¹
1041	God	Dieu	Bangime		ŋàrà							1944	GOD	ŋ a ¹ r a ¹	ŋ a ¹ r a ¹
1044	Thursday	jeudi	Bangime		ŋárá-mùnʤà							1693	THURSDAY	ŋ a ⁵ r a ⁵ + m u ¹ n dʒ a ¹	ŋ a ⁵ r a ⁵ + m u ¹ n dʒ a ¹
1045	sky	ciel	Bangime		ŋàrā-n̄-dòŋɡò							1732	SKY	ŋ a ¹ r a ³ + n ³ + d o ¹ ŋ ɡ o ¹	ŋ a ¹ r a ³ + n ³ + d o ¹ ŋ ɡ o ¹
1047	meat	viande	Bangime		ŋàwⁿ							2615	FLESH OR MEAT	ŋ a ¹ w̃ ∼	ŋ a ¹ w̃ ∼
1049	city	ville	Bangime		ŋɡàló							1391	TOWN	ŋ ɡ a ¹ l o ⁵	ŋ ɡ a ¹ l o ⁵
1052	mouse	souris	Bangime		ŋìì							1491	MOUSE	ŋ iː ¹	ŋ iː ¹
1054	woman	femme	Bangime		ŋìjɛ̀-rɛ́							962	WOMAN	ŋ i ¹ dʒ ɛ ¹ + r ɛ ⁵	ŋ i ¹ dʒ ɛ ¹ + r ɛ ⁵
1055	mother	mère	Bangime		ŋìjⁿà							1216	MOTHER	ŋ i ¹ j̃ ∼ a ¹	ŋ i ¹ j̃ ∼ a ¹
1058	pond	mare	Bangime		ŋɔ́mbɛ̄							2035	POND	ŋ ɔ ⁵ m b ɛ ³	ŋ ɔ ⁵ m b ɛ ³
1060	leopard	léopard, panthère	Bangime		ŋɔ̀rkɛ́							1139	LEOPARD	ŋ ɔ ¹ r k ɛ ⁵	ŋ ɔ ¹ r k ɛ ⁵
1062	oil, butter	huile, beurre	Bangime		ŋùjⁿɛ̀							2556	OIL (HYDROPHOBIC LIQUID)	ŋ u ¹ j̃ ∼ ɛ ¹	ŋ u ¹ j̃ ∼ ɛ ¹
1063	song	chanson	Bangime		ŋúɥⁿɛ́ɛ̀							1096	SONG	ŋ u ⁵ ɥ ∼ ɛː ⁵¹	ŋ u ⁵ ɥ ∼ ɛː ⁵¹
1064	trick, ruse	astuce, truc	Bangime		ŋwáárⁿì								!TRICK (N.)	ŋ w aː ⁵ r̃ ∼ i ¹	ŋ w aː ⁵ r̃ ∼ i ¹
1066	cave	grotte	Bangime		pàà							1155	CAVE	p aː ¹	p aː ¹
1067	friend	ami	Bangime		pààⁿ							1325	FRIEND	p ã: ∼ ¹	p ã: ∼ ¹
1074	spear	lance	Bangime		pānʤà							945	SPEAR	p a ³ n dʒ a ¹	p a ³ n dʒ a ¹
1081	sesame	sésame	Bangime		párá							2797	SESAME	p a ⁵ r a ⁵	p a ⁵ r a ⁵
1082	arrow	flèche	Bangime		párí							977	ARROW	p a ⁵ r i ⁵	p a ⁵ r i ⁵
1087	wind (n)	vent	Bangime		pɛ̀bɛ̀rɛ̀							960	WIND	p ɛ ¹ b ɛ ¹ r ɛ ¹	p ɛ ¹ b ɛ ¹ r ɛ ¹
